# 2023-08 月中(2023-08-11,上月月報甫公佈)全池量化快照(1150 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
6244 茂迪|光電業|-12 -24 -25|70 70 -16 1|0.4 77|10 2 -1 -13 -11
6245 立端|通信網路|-22 -22 -39|75 75 -11 3|0.7 374|14 -2 -1 -27 2
6248 沛波|鋼鐵工業|12 37 -7|80 80 -3 27|0.5 11|3 -6 0 -1 4
6257 矽格|半導體業|-16 -24 -10|94 94 4 6|0.6 142|20 -9 -0 -20 29
6261 久元|半導體業|-25 -31 -2|94 94 1 5|1.8 12|3 -7 0 -5 9
6263 普萊德|通信網路|-2 13 -4|88 88 13 47|0.8 26|3 -8 0 -10 28
6266 泰詠|電子零組|-10 14 -23|77 77 -9 29|0.3 39|2 -6 0 6 29
6269 台郡|電子零組|-25 -10 -14|83 90 -2 -4|0.9 189|26 -2 -4 -1 8
6271 同欣電|半導體業|-18 -21 -8|70 72 -1 -28|1.0 329|17 -14 -3 20 39
6274 台燿|電子零組|-16 -18 4|86 86 88 116|1.5 3648|30 -1 1 100 24
6275 元山|電子零組|2 -3 8|83 83 30 54|0.8 137|3 -1 0 73 -4
6276 安鈦克|電腦及週|55 13 21|75 75 17 151|0.3 56|3 -0 0 -10 -0
6277 宏正|電腦及週|-1 -5 -11|95 95 0 5|0.7 15|10 -23 -0 -15 -61
6278 台表科|光電業|-33 -26 -2|91 93 2 11|0.7 130|23 -7 1 5 -4
6279 胡連|電子零組|8 10 -19|81 84 4 -5|0.6 222|6 -7 -3 3 34
6282 康舒|電子零組|30 -9 -3|91 91 38 45|0.8 2917|8 -1 0 32 -6
6283 淳安|其他電子|-29 -33 5|76 87 -1 -3|0.6 10|18 1 0 25 5
6284 佳邦|電子零組|3 -4 1|80 80 -7 -12|3.2 31|3 9 -2 -11 -57
6285 啟碁|通信網路|14 22 -19|99 99 43 44|1.1 2341|17 1 2 5 -24
6288 聯嘉|汽車工業|29 11 1|84 84 -4 25|0.2 67|4 -14 -3 -2 31
6290 良維|電子零組|-2 -7 3|77 77 1 -3|0.4 204|2 -3 0 -10 67
6291 沛亨|半導體業|55 50 19|60 60 12 79|0.6 13|0 -0 0 -7 300
6405 悅城|光電業|-24 -31 16|93 93 8 18|0.4 6|0 -2 0 -7 93
6409 旭隼|其他電子|-27 -22 -30|78 78 -8 1|1.4 213|67 -10 -3 -4 -2
6411 晶焱|半導體業|23 -2 35|84 84 9 -5|1.1 150|7 -3 1 1 6
6412 群電|電子零組|-14 -11 0|91 91 38 52|4.3 192|14 -3 1 9 70
6414 樺漢|電腦及週|5 14 -15|85 85 -2 18|1.0 633|26 -8 3 -23 10
6415 矽力*-KY|半導體業|-45 -45 -13|47 51 -22 -50|0.7 901|90 3 -1 -10 -15
6416 瑞祺電通|通信網路|-27 -21 -19|74 74 -12 -7|0.8 30|1 -6 -1 1 34
6417 韋僑|通信網路|27 34 6|64 64 -15 33|0.3 152|9 1 -1 -30 -31
6426 統新|通信網路|-29 -49 -18|75 86 12 7|0.4 25|6 -1 0 9 31
6435 大中|半導體業|1 -22 12|80 91 0 -7|0.6 6|1 1 0 -7 -6
6438 迅得|其他電子|-22 -6 -23|80 80 -11 7|0.8 104|17 -6 0 -30 80
6441 廣錠|電腦及週|14 60 36|74 74 -0 -15|0.2 23|1 -0 0 -13 3
6442 光聖|通信網路|-38 -20 -11|80 80 30 33|1.3 53|31 -0 0 13 -4
6443 元晶|光電業|-19 13 -11|72 76 -13 -18|0.9 162|16 -6 -0 -4 23
6446 藥華藥|生技醫療|28 44 -216|52 62 -6 -37|0.8 864|13 0 -1 na 52
6449 鈺邦|電子零組|75 41 42|93 93 28 48|3.8 17|1 2 0 366 21
6451 訊芯-KY|半導體業|-9 -9 -49|76 76 21 16|0.5 112|65 -10 0 14 10
6456 GIS-KY|光電業|-47 -38 -17|73 80 -6 -18|0.7 62|48 -17 0 1 15
6461 益得|生技醫療|717 299 256|63 74 -14 -10|0.5 6|1 0 0 -19 na
6462 神盾|半導體業|12 47 37|74 74 6 19|0.8 51|12 -1 0 -27 -1
6469 大樹|生技醫療|13 6 -11|100 100 23 42|1.8 174|9 6 -0 -12 -5
6470 宇智|通信網路|-11 -15 -35|77 77 19 27|0.5 163|5 0 -0 -7 5
6472 保瑞|生技醫療|144 148 -99|89 89 16 68|1.0 2177|15 2 -0 -10 31
6477 安集|光電業|-63 -8 -33|74 76 -15 -5|0.8 30|1 -5 -4 -7 9
6485 點序|半導體業|-4 -5 16|76 76 -5 18|0.3 71|7 -5 0 -10 19
6486 互動|通信網路|-13 -5 -10|92 92 4 11|0.5 13|2 -2 0 -18 -16
6488 環球晶|半導體業|-4 -1 -12|88 89 3 -9|0.9 786|24 -10 2 -6 36
6491 晶碩|生技醫療|8 16 7|76 77 1 -19|0.7 194|6 -12 -2 -7 17
6492 生華科|生技醫療|0 0 na|60 70 -13 -28|0.8 6|4 2 0 na na
6499 益安|生技醫療|-29 24 -179|78 88 -7 -8|0.5 7|12 0 0 -11 -18
6505 台塑化|油電燃氣|-30 -34 -32|92 92 -6 0|0.9 160|7 -2 1 10 -2
6508 惠光|農業科技|-70 -53 -24|76 91 -1 -2|0.9 8|1 -7 0 0 9
6509 聚和|化學工業|-22 -23 -18|79 79 -9 -18|0.9 26|2 -4 0 -2 2
6510 精測|半導體業|-20 -33 -17|78 78 7 -16|0.3 113|7 -3 1 -9 6
6515 穎崴|半導體業|-38 -9 -54|67 67 -6 17|0.8 961|15 0 -10 56 35
6517 保勝光學|光電業|22 -6 -18|na 47 -43 47|0.4 54|3 -5 0 na -28
6523 達爾膚|生技醫療|3 36 31|87 87 7 27|0.6 52|6 -1 0 -2 12
6525 捷敏-KY|半導體業|-27 -27 -15|91 91 -1 1|0.8 8|12 -2 -0 2 2
6527 明達醫|生技醫療|6 7 -11|77 77 25 75|0.6 61|0 -1 0 na na
6530 創威|通信網路|-5 -4 4|72 72 16 19|0.6 18|1 -1 0 34 34
6531 愛普*|半導體業|9 -14 24|84 84 19 36|0.8 1849|18 4 -1 -2 -37
6532 瑞耘|半導體業|28 19 -7|88 88 22 13|0.4 26|3 2 0 11 14
6533 晶心科|半導體業|41 24 -19|69 71 -3 -27|0.7 631|21 -8 -0 1 52
6535 順藥|生技醫療|290 5795 3940|95 95 35 50|0.6 90|1 -3 0 na 133
6538 倉和|電子零組|53 42 20|95 95 49 99|1.1 159|8 -5 4 2 115
6541 泰福-KY|生技醫療|645 516 na|33 49 -13 -38|1.3 7|26 -23 0 na na
6546 正基|通信網路|-38 -43 0|65 86 17 10|0.3 138|4 3 0 7 27
6547 高端疫苗|生技醫療|-100 -100 -0|43 89 7 -13|1.4 87|6 9 -0 12 -0
6548 長科*|半導體業|-25 -24 -10|39 76 -12 5|0.7 114|5 -9 10 -12 26
6550 北極星藥業-KY|生技醫療|-100 -47 19|36 78 -16 -22|0.5 235|71 11 0 -15 -8
6561 是方|通信網路|8 5 -3|99 99 9 39|1.4 60|14 15 0 -33 -12
6568 宏觀|半導體業|-2 -17 -41|67 70 -18 -22|0.6 29|4 -1 0 -17 -7
6569 醫揚|生技醫療|-16 -2 -3|70 70 64 78|1.7 52|3 -1 0 69 25
6570 維田|電腦及週|-20 -5 -22|82 82 -3 28|0.4 30|4 -8 0 -7 68
6576 逸達|生技醫療|-100 528 -3736|61 61 -9 -27|0.6 25|26 -1 0 na na
6577 勁豐|電腦及週|59 92 67|69 69 30 62|0.6 42|4 -1 0 -10 149
6579 研揚|電腦及週|2 -2 -10|71 71 77 88|1.3 249|4 -1 0 -11 90
6585 鼎基|其他|-18 -5 -2|94 94 44 38|1.3 29|11 2 0 7 31
6589 台康生技|生技醫療|-53 -54 -33|60 75 -12 -26|0.7 151|5 -2 -0 -13 -4
6590 普鴻|資訊服務|19 23 -2|84 84 3 59|0.8 8|1 -5 0 na na
6591 動力-KY|電腦及週|36 6 29|83 83 7 22|0.7 20|23 -0 0 5 50
6592 和潤企業|其他|22 25 -0|89 89 20 35|0.7 150|27 -12 2 -48 54
6593 台灣銘板|資訊服務|55 36 33|95 95 40 63|0.6 18|2 -2 0 na 41
6596 寬宏藝術|文化創意|21 112 -538|73 73 2 16|0.6 11|1 -7 0 -15 71
6603 富強鑫|電機機械|13 -15 -7|82 87 -3 -8|1.3 7|1 -1 0 3 -1
6605 帝寶|汽車工業|-10 5 -4|91 91 23 52|2.8 71|20 8 -0 9 11
6609 瀧澤科|電機機械|-38 -22 -22|84 84 8 -5|0.9 14|54 -6 0 33 10
6612 奈米醫材|生技醫療|17 19 -5|71 71 -18 1|0.5 22|27 -2 0 -15 7
6613 朋億*|其他電子|-2 17 -6|77 100 27 36|2.4 33|5 5 0 64 -36
6625 必應|其他|512 379 160|68 68 7 115|0.2 81|5 5 0 -15 15
6640 均華|半導體業|-12 -40 -16|88 88 46 35|0.9 10|0 -0 0 na na
6643 M31|半導體業|51 25 -8|83 83 54 57|0.8 999|27 -0 -1 17 -10
6664 群翊|電子零組|9 1 -9|93 93 28 40|0.6 69|5 -0 0 -4 -11
6667 信紘科|其他電子|-3 -1 -14|92 92 10 28|1.4 11|5 -5 0 -1 -4
6668 中揚光|光電業|-50 -43 -28|78 78 -8 -12|0.2 7|20 -2 -0 2 16
6669 緯穎|電腦及週|-19 -26 -58|74 74 57 102|1.4 9462|31 -4 1 -5 -58
6670 復盛應用|運動休閒|-39 -42 -52|85 85 0 -5|0.5 63|20 -16 -0 -14 -2
6672 騰輝電子-KY|電子零組|7 -5 22|100 100 29 29|4.3 47|34 -0 0 26 13
6679 鈺太|半導體業|-12 -23 17|87 87 30 23|0.8 317|10 4 -12 41 26
6683 雍智科技|半導體業|-12 -13 -10|79 80 3 -7|0.8 63|10 -4 -2 na -20
6684 安格|半導體業|-1 -21 30|70 79 10 -6|1.4 16|1 -2 0 53 174
6689 伊雲谷|數位雲端|12 10 6|na 77 -13 -4|0.3 111|13 -1 0 na 38
6690 安碁資訊|數位雲端|16 14 -29|75 75 -10 15|0.3 53|2 -1 0 na 0
6691 洋基工程|其他電子|9 21 -13|94 94 25 58|0.3 115|4 -15 0 6 38
6695 芯鼎|半導體業|-7 -21 -1|na 77 -6 -18|0.4 8|0 -4 0 2 84
6697 東捷資訊|資訊服務|-14 -9 -10|69 69 32 50|0.3 16|0 -1 0 na na
6703 軒郁|生技醫療|97 75 21|87 87 37 185|1.2 108|16 -5 0 na 9
6706 惠特|光電業|-68 -70 2|54 61 -18 -29|1.3 20|6 2 0 -11 -6
6712 長聖|生技醫療|7 4 -4|74 83 -15 -16|1.2 125|4 -1 -1 -6 7
6715 嘉基|電子零組|-32 -39 -40|68 68 -14 -8|0.4 19|1 -5 -7 -3 -6
6719 力智|半導體業|-60 -60 -14|63 63 -18 -24|0.8 288|7 6 -4 1 -23
6728 上洋|居家生活|33 11 6|84 84 1 16|1.8 7|1 -6 0 na 533
6732 昇佳電子|半導體業|45 23 46|73 73 -4 9|0.9 147|7 6 -3 -15 -18
6733 博晟生醫|生技醫療|142 548 258|76 76 -2 54|0.6 22|2 -8 0 na na
6741 91APP*-KY|數位雲端|11 11 -2|68 68 -26 -9|0.5 112|61 -3 -3 -12 37
6743 安普新|其他電子|-23 -34 -11|65 65 -7 17|0.5 24|4 -5 0 -26 -15
6747 亨泰光|生技醫療|10 -7 -9|73 73 -12 -1|0.3 34|4 -13 -5 na 9
6751 智聯服務|資訊服務|33 24 3|69 69 -14 107|0.5 15|0 -1 0 na na
6752 叡揚|資訊服務|11 7 -13|74 74 -17 69|0.6 75|1 -1 0 na 178
6753 龍德造船|航運業|-6 -8 -99|na na -12 na|1.1 154|1 0 0 na 264
6756 威鋒電子|半導體業|-7 -19 23|78 82 1 -0|0.7 113|4 -3 -1 -2 -8
6763 綠界科技*|數位雲端|12 9 0|77 77 -12 -9|0.2 14|4 4 0 na -6
6768 志強-KY|運動休閒|-45 -34 -110|72 92 -2 -5|0.4 6|66 -18 0 -1 -5
6770 力積電|半導體業|-49 -50 -17|76 82 -6 -14|0.9 391|13 -21 12 2 29
6776 展碁國際|電子通路|2 2 7|86 86 8 46|0.5 19|3 1 0 3 78
6781 AES-KY|電子零組|-48 -44 -32|59 75 -3 -22|0.5 323|74 -3 -19 10 -9
6782 視陽|生技醫療|-5 -16 -17|na 45 -23 -48|0.8 75|4 3 -3 na -10
6788 華景電|半導體業|0 -14 -23|78 78 11 9|0.7 131|4 1 0 -2 45
6789 采鈺|半導體業|-14 -24 0|63 74 -1 -14|0.5 216|10 -6 -0 -8 10
6790 永豐實|造紙工業|2 -1 -7|98 98 12 11|1.1 8|2 -10 0 -7 111
6791 虎門科技|資訊服務|16 16 4|na 67 -27 91|0.2 7|11 -1 0 na na
6792 詠業|通信網路|17 4 21|90 93 10 20|1.0 8|2 6 0 -18 3
6796 晉弘|生技醫療|2 20 13|78 78 19 14|1.0 137|23 -0 0 23 17
6799 來頡|半導體業|-11 -15 4|75 75 4 6|1.0 121|12 4 -7 14 9
6803 崑鼎|綠能環保|14 15 -2|96 96 2 23|1.8 14|3 -4 0 15 19
6804 明係|運動休閒|27 33 -46|79 79 -13 20|0.7 6|10 -1 0 -33 20
6806 森崴能源|綠能環保|620 228 147|75 75 -10 9|0.6 236|2 -4 -6 -9 -9
6811 宏碁資訊|數位雲端|-6 -2 -10|na 77 24 125|0.2 191|3 1 4 29 -1
6829 千附精密|半導體業|-22 -23 1|75 75 -10 45|0.3 58|1 -2 2 -1 38
6830 汎銓|其他電子|6 13 -1|na 92 27 45|0.8 129|7 1 1 -11 158
6841 長佳智能|生技醫療|223 77 -107|na na 16 na|1.2 537|2 -0 -0 na -21
6854 錼創科技-KY創|半導體業|216 192 117|na 84 4 0|0.3 11|46 -10 0 na na
6861 睿生光電|生技醫療|-5 -2 -4|na na -1 na|0.8 55|1 0 0 na na
6863 永道-KY|通信網路|-5 7 na|na na -14 na|1.0 43|76 -3 -1 na na
6869 雲豹能源|綠能環保|-22 96 -338|na na -6 na|0.4 12|0 -2 0 na na
6873 泓德能源|綠能環保|20 145 44|na na -16 na|0.8 12|3 -8 0 na na
6874 倍力|資訊服務|54 14 -15|na 62 -25 126|0.7 153|1 -0 0 na 3
7402 邑錡|光電業|6 -6 6|90 90 34 134|0.5 46|5 -1 0 na 100
8011 台通|通信網路|30 12 9|81 81 -9 14|0.3 16|5 -11 0 31 26
8016 矽創|半導體業|3 4 28|100 100 18 23|1.4 312|28 -1 7 7 -18
8021 尖點|其他電子|-20 -25 -0|83 83 -1 -2|1.1 60|6 -3 0 -14 -1
8027 鈦昇|電機機械|-11 -47 -19|92 92 54 36|3.3 201|5 -1 0 5 38
8028 昇陽半導體|半導體業|8 24 6|80 87 2 -1|0.6 163|12 -5 -2 1 32
8033 雷虎|其他|-27 -8 -7|72 72 -10 26|0.4 113|1 -1 0 na na
8034 榮群|通信網路|187 480 305|77 77 22 31|0.9 13|4 -1 0 -6 151
8038 長園科|電子零組|-69 316 -452|66 66 -27 -8|0.7 27|3 -1 0 na na
8039 台虹|電子零組|14 4 17|100 100 9 9|1.4 12|13 26 0 20 -38
8040 九暘|半導體業|-51 -46 -31|69 80 3 -19|0.4 9|1 -2 0 2 21
8044 網家|數位雲端|-9 -16 -4|62 62 -18 -35|1.1 32|11 0 0 8 1
8046 南電|電子零組|-40 -40 -35|82 82 -12 9|0.6 1266|9 1 -3 -0 -2
8048 德勝|通信網路|94 91 31|74 74 69 125|0.5 177|3 -4 0 -2 392
8049 晶采|光電業|-24 -11 -28|94 94 11 25|1.9 36|8 -11 0 3 20
8050 廣積|電腦及週|5 3 -22|97 97 35 34|1.5 1079|2 -2 2 2 71
8054 安國|半導體業|-9 -0 -9|79 85 4 -5|0.4 19|2 -1 0 -23 37
8059 凱碩|通信網路|-85 -80 -30|75 75 3 36|0.3 9|2 -1 0 33 8
8064 東捷|光電業|24 -4 -11|91 91 -0 11|0.5 8|7 -15 0 9 81
8069 元太|光電業|-3 -5 -41|84 87 9 8|0.7 1394|37 5 -3 -8 4
8070 長華*|電子通路|-29 -30 -10|83 83 -7 -2|0.8 28|10 -3 0 -13 -15
8071 能率網通|電子零組|-14 -18 1|80 88 6 6|0.2 8|2 -2 0 -18 24
8076 伍豐|電腦及週|-2 -8 -1|81 81 -3 13|0.2 63|5 1 0 -10 -4
8081 致新|半導體業|14 2 23|100 100 36 49|2.9 119|27 12 10 4 12
8083 瑞穎|電機機械|-33 -40 6|88 97 9 -0|1.0 8|1 2 0 -17 12
8084 巨虹|電子通路|-53 -50 -68|67 75 -8 -6|0.7 15|0 0 0 na -58
8085 福華|其他電子|-36 -25 -27|89 89 25 118|0.6 44|5 3 0 5 245
8086 宏捷科|半導體業|13 5 44|89 89 20 20|1.2 259|8 1 1 -13 -23
8087 麗升能源|綠能環保|323 237 6|64 64 36 62|0.4 36|5 3 0 na na
8088 品安|半導體業|17 -2 2|90 90 12 40|0.3 41|10 -1 0 -14 43
8091 翔名|半導體業|-12 1 -0|84 84 3 6|0.3 28|5 -4 0 -12 27
8092 建暐|其他電子|31 23 1|88 88 12 6|0.5 6|1 1 0 na -75
8093 保銳|電子零組|-51 70 45|64 64 22 62|0.6 32|2 1 0 na na
8097 常珵|通信網路|-99 -85 -245|67 85 -4 -8|0.5 13|1 -2 0 1 28
8099 大世科|資訊服務|-11 -2 0|77 77 5 32|0.1 12|1 -5 0 7 45
8103 瀚荃|電子零組|-20 -25 3|95 95 5 17|2.3 20|8 2 0 18 -11
8104 錸寶|光電業|-28 -24 -53|81 81 -6 -4|1.0 10|1 -15 0 -11 18
8105 凌巨|光電業|-19 -16 -9|85 85 1 -3|0.6 50|62 1 0 6 15
8109 博大|電子零組|15 16 -9|94 94 21 25|2.2 100|2 -0 -0 526 65
8110 華東|半導體業|-36 -33 -19|89 89 5 9|0.6 19|3 -4 0 34 -17
8112 至上|電子通路|-5 -11 19|100 100 26 50|2.2 247|25 17 6 27 -24
8114 振樺電|電腦及週|-25 -16 -18|64 86 4 -7|0.4 44|6 -1 -4 -18 1
8121 越峰|電子零組|-22 -25 -12|75 75 -14 -7|0.6 10|0 5 0 na -26
8131 福懋科|半導體業|-39 -32 -19|94 94 1 4|1.0 15|6 -16 0 -10 47
8147 正淩|電子零組|-5 -18 -17|81 81 17 11|0.3 21|3 3 0 -20 -9
8150 南茂|半導體業|-6 -15 11|96 96 4 12|1.0 75|40 6 -1 4 -10
8155 博智|電子零組|-17 -22 -9|78 78 9 19|1.3 533|2 -5 -1 38 -8
8163 達方|電腦及週|-6 -8 -0|91 91 -1 10|0.9 31|13 -15 -0 -12 1
8171 天宇|綠能環保|-65 -45 -78|62 62 -21 -31|0.6 20|1 -3 0 -12 9
8183 精星|其他電子|-11 -7 -27|75 86 -2 -7|0.6 27|0 1 0 -7 -11
8201 無敵|其他電子|6 6 16|78 78 65 94|0.8 37|1 0 0 -80 na
8210 勤誠|電腦及週|-30 -24 -18|77 77 124 138|0.7 1093|5 -0 0 9 10
8213 志超|電子零組|23 5 32|96 96 19 22|0.5 44|24 28 0 4 -12
8215 明基材|光電業|20 18 18|85 85 12 8|0.8 169|6 1 -0 -13 -33
8222 寶一|電機機械|29 42 -1|68 68 -16 31|0.2 138|3 -1 -0 -0 15
8227 巨有科技|半導體業|59 46 -2|na 72 -6 30|0.7 222|2 -4 0 1 11
8234 新漢|電腦及週|-35 -25 -18|75 75 31 54|0.5 193|7 -3 0 57 45
8249 菱光|電子零組|-33 -18 -28|85 85 8 17|1.3 19|3 -0 0 4 5
8255 朋程|電機機械|47 41 15|90 90 7 4|1.5 250|6 -4 -1 4 16
8261 富鼎|半導體業|-25 -36 -2|78 80 -7 -17|0.5 54|5 -4 0 -2 7
8271 宇瞻|半導體業|-22 -19 -10|82 82 11 20|0.3 43|9 -16 -0 -9 43
8289 泰藝|電子零組|-56 -45 -23|70 70 -10 -9|0.7 11|1 -6 0 0 1
8299 群聯|半導體業|-36 -36 -3|85 85 1 4|1.1 813|37 11 -12 -4 -12
8341 日友|綠能環保|-11 -12 -5|73 82 -9 -15|0.9 55|9 -10 -4 18 14
8349 恒耀國際|鋼鐵工業|6 13 2|77 88 -3 -5|0.7 8|1 -22 -3 -10 25
8358 金居|電子零組|-22 -32 -6|83 83 11 -7|0.5 497|7 -2 0 26 34
8383 千附|半導體業|-50 -45 -33|85 85 -2 1|0.5 7|6 -6 0 -12 4
8390 金益鼎|綠能環保|25 0 -6|81 81 14 37|2.8 135|2 -1 0 40 75
8403 盛弘|生技醫療|-9 -12 -4|78 78 -3 5|0.4 55|2 0 0 -12 2
8409 商之器|生技醫療|-19 -6 6|77 77 25 42|0.9 27|0 -0 0 na na
8410 森田|電腦及週|27 17 23|100 100 52 89|1.6 14|2 1 0 12 17
8415 大國鋼|鋼鐵工業|-9 -6 -11|89 90 -1 -9|0.4 7|10 -8 -2 -12 -2
8420 明揚|運動休閒|-16 5 -23|80 80 -14 3|1.3 35|2 -8 0 -21 49
8422 可寧衛*|綠能環保|-60 -17 -47|89 89 -5 4|1.3 46|11 -12 4 3 31
8426 紅木-KY|其他|67 105 32|71 71 4 60|0.2 18|69 2 0 -10 1
8431 匯鑽科|其他電子|-25 -25 6|87 87 -3 17|0.3 10|1 -15 0 4 31
8433 弘帆|居家生活|-1 7 14|91 91 41 40|2.3 39|1 -1 0 64 -18
8436 大江|生技醫療|10 7 3|74 74 -3 -13|0.6 143|23 -4 0 -8 13
8440 綠電|綠能環保|6 10 7|68 76 -10 -14|0.6 8|1 1 0 -7 31
8442 威宏-KY|其他|-8 -10 -35|89 89 -2 11|0.8 8|62 2 0 43 -9
8446 華研|文化創意|22 24 -4|71 71 7 34|0.5 44|8 4 0 -13 37
8454 富邦媒|數位雲端|7 5 -6|68 68 -13 -16|1.0 389|24 -13 -1 1 53
8462 柏文|運動休閒|28 31 -3|93 93 6 10|0.4 8|1 -21 0 9 46
8464 億豐|居家生活|-11 -16 -3|88 88 -5 0|1.0 147|43 -2 3 -1 -13
8476 台境*|綠能環保|-53 2 -138|94 94 1 8|0.6 12|3 -3 0 -7 27
8478 東哥遊艇|運動休閒|34 19 -1|69 69 -9 37|0.9 893|46 0 -1 -14 57
8916 光隆|其他|-20 -12 -22|87 97 7 7|0.7 18|3 -12 -6 -14 10
8924 大田|運動休閒|-34 -46 -28|69 69 -10 -18|0.7 18|4 -7 0 -2 1
8926 台汽電|油電燃氣|93 113 79|83 83 -4 41|0.8 201|7 -2 -1 -20 32
8927 北基|油電燃氣|10 14 3|98 98 11 31|0.7 45|1 -3 0 -12 8
8930 青鋼|鋼鐵工業|38 22 13|100 100 49 82|4.8 13|5 -1 0 104 30
8931 大汽電|油電燃氣|-22 4 -51|60 60 -25 -1|0.9 10|1 -5 0 -6 -9
8932 智通*|數位雲端|5 10 24|90 90 20 60|1.9 46|31 5 0 11 4
8936 國統|其他|38 16 27|82 82 23 41|0.8 206|12 0 0 -18 2
8938 明安|運動休閒|-50 -46 -48|67 67 -9 -18|1.0 48|8 -17 1 -15 11
8940 新天地|觀光餐旅|146 212 70|69 69 -13 48|0.3 7|9 -3 0 na na
8942 森鉅|其他|8 2 3|97 97 23 34|3.3 20|23 3 0 104 14
8996 高力|電機機械|61 90 19|69 69 41 24|0.8 364|16 -1 1 -1 -0
9802 鈺齊-KY|運動休閒|-18 -28 -47|62 88 5 -3|0.5 87|38 -8 -11 0 2
9904 寶成|運動休閒|-17 -12 -20|93 93 3 -4|0.5 104|48 26 -21 -13 -63
9906 欣巴巴|建材營造|26 70 -30|91 91 21 23|0.8 6|1 3 0 -7 2
9907 統一實|其他|-32 -23 -7|88 88 -5 6|0.6 35|17 -12 -1 -13 36
9910 豐泰|運動休閒|-8 -13 -39|95 95 6 8|1.4 474|16 -16 12 -16 57
9911 櫻花|居家生活|1 0 1|98 98 4 4|1.0 8|17 -18 -4 -1 9
9914 美利達|運動休閒|-16 -17 -35|93 97 25 16|0.5 136|38 -0 1 9 -6
9917 中保科|其他|15 14 3|94 94 2 13|0.7 45|42 25 -2 6 -38
9919 康那香|其他|-24 -5 4|100 100 15 18|0.5 76|9 9 0 -5 0
9921 巨大|運動休閒|-29 -15 -17|86 90 8 3|0.7 227|45 -8 11 -2 -32
9925 新保|其他|1 6 4|99 99 1 6|0.9 11|18 -4 0 1500 16
9927 泰銘|其他|-2 -4 5|84 84 20 41|5.1 67|11 -4 0 263 89
9930 中聯資源|綠能環保|6 8 2|98 98 5 18|0.6 6|2 -14 0 -31 0
9933 中鼎|其他|5 12 -1|85 92 3 -5|0.8 51|13 -2 -0 -0 5
9934 成霖|居家生活|3 -6 -2|97 97 6 11|3.9 6|15 -5 0 12 7
9938 百和|其他|-23 -33 -12|78 84 -4 -16|1.1 77|18 -27 -2 10 57
9939 宏全|其他|5 6 -8|94 94 6 15|0.8 124|24 5 -2 2 1
9941 裕融|其他|16 17 -0|93 93 8 21|0.9 228|6 -8 -0 4 95
9942 茂順|其他|18 22 -0|90 90 -9 22|1.0 89|8 -9 -7 -11 -12
9943 好樂迪|觀光餐旅|19 59 -706|90 90 20 44|0.3 35|3 -0 -0 -3 -2
9944 新麗|其他|-33 -28 -15|86 86 -6 1|0.6 6|2 -1 0 20 66
9945 潤泰新|其他|-41 -6 -16|74 79 -0 -20|0.9 144|13 -10 0 -15 11
9951 皇田|電機機械|14 18 -2|94 94 9 13|1.6 35|9 8 3 38 3
9955 佳龍|綠能環保|6 25 38|75 75 -17 8|1.3 17|1 -2 0 -8 5
9958 世紀鋼|鋼鐵工業|83 84 50|87 87 45 48|0.8 1110|17 6 0 -18 -21
9962 有益|鋼鐵工業|-11 -5 -18|78 78 -12 -3|0.8 5|2 -20 0 9 23
