# 2023-02 月中(2023-02-13,上月月報甫公佈)全池量化快照(949 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
8091 翔名|半導體業|-28 -6 -26|92 92 17 18|0.8 54|5 1 0 -11 30
8097 常珵|通信網路|104 326 -241|70 73 1 -19|1.3 37|1 2 0 -49 12
8104 錸寶|光電業|96 55 24|55 92 15 -6|1.4 9|1 -2 0 -2 -11
8105 凌巨|光電業|-7 -6 -6|98 98 25 15|1.6 55|60 3 0 61 63
8109 博大|電子零組|2 17 -1|93 93 2 13|1.0 8|2 7 1 -20 22
8110 華東|半導體業|-25 -17 -32|67 91 2 -2|1.0 8|2 7 0 -14 -2
8112 至上|電子通路|-69 -53 -30|76 97 5 -3|1.4 35|15 9 0 -11 -1
8114 振樺電|電腦及週|-13 -8 -36|69 69 -1 -23|0.4 43|9 10 -1 -17 -3
8121 越峰|電子零組|-17 -10 -9|59 81 10 -16|0.9 20|0 -0 0 na 4
8131 福懋科|半導體業|-13 -5 -9|100 100 6 6|1.4 12|5 26 0 -13 4
8147 正淩|電子零組|-30 1 -15|89 89 -5 23|0.8 6|4 4 0 -18 13
8150 南茂|半導體業|-41 -34 -17|75 95 10 -3|0.9 66|39 22 -0 -9 -16
8155 博智|電子零組|-27 -16 -32|58 92 27 0|1.0 148|1 -2 5 -4 -10
8163 達方|電腦及週|-27 -19 -21|87 95 4 -2|2.5 21|10 3 0 -2 -10
8171 天宇|綠能環保|34 93 -116|98 98 52 64|1.7 340|3 1 1 -11 -15
8183 精星|其他電子|-11 16 -37|75 81 -3 -14|0.8 37|2 5 0 -2 -5
8210 勤誠|電腦及週|-43 -10 -17|94 94 16 10|1.3 72|10 12 -0 9 9
8213 志超|電子零組|-39 -35 -13|79 98 10 0|0.9 10|20 6 1 -3 -9
8215 明基材|光電業|-16 -13 -5|99 99 14 17|1.3 43|5 9 -0 -11 -12
8222 寶一|電機機械|26 15 -13|100 100 67 57|2.5 60|7 1 -0 -9 9
8234 新漢|電腦及週|1 -3 -22|98 98 26 12|1.1 27|5 6 0 -51 18
8249 菱光|電子零組|-34 30 19|88 88 7 26|0.3 11|3 3 0 2 5
8255 朋程|電機機械|6 21 8|71 87 14 -10|0.7 193|7 8 -9 -3 -15
8261 富鼎|半導體業|-48 -42 -32|78 93 12 4|0.9 242|6 2 0 -8 -19
8271 宇瞻|半導體業|-39 -22 -17|92 100 9 12|2.2 11|4 14 0 -28 -3
8289 泰藝|電子零組|-22 -23 -24|95 95 20 8|2.3 31|6 1 0 63 20
8299 群聯|半導體業|-47 -32 -25|71 95 19 18|1.0 594|32 9 9 -12 -38
8341 日友|綠能環保|-16 2 -9|75 86 20 -6|0.8 88|13 -8 5 -23 39
8349 恒耀國際|鋼鐵工業|-23 -5 -14|80 80 3 24|2.4 12|2 3 4 -4 26
8358 金居|電子零組|-16 -14 4|93 94 29 48|0.8 725|12 4 6 -30 -25
8390 金益鼎|綠能環保|7 3 -5|82 95 9 -2|0.4 9|2 -4 0 -3 80
8403 盛弘|生技醫療|-17 -12 -19|85 85 11 8|0.5 13|4 0 0 -12 11
8415 大國鋼|鋼鐵工業|8 7 -13|96 98 15 9|0.6 10|11 17 0 -9 -6
8420 明揚|運動休閒|19 35 0|93 93 12 6|1.2 39|4 -0 -0 -20 193
8422 可寧衛*|綠能環保|18 54 -20|89 98 9 5|1.1 27|12 13 -2 -24 5
8433 弘帆|居家生活|-10 -14 -29|95 97 24 -5|0.7 8|1 2 0 -1 -28
8436 大江|生技醫療|6 0 12|98 99 77 57|0.6 397|27 5 -1 -19 -0
8440 綠電|綠能環保|-19 -7 -6|46 79 8 -12|0.2 24|1 1 0 -17 -19
8442 威宏-KY|其他|-22 7 -48|90 90 -6 5|0.8 9|64 -7 0 21 -57
8454 富邦媒|數位雲端|4 14 -2|77 90 48 -6|0.7 721|26 -3 2 -19 -16
8462 柏文|運動休閒|-5 -1 -3594|99 99 19 12|1.6 8|1 6 0 16 -0
8464 億豐|居家生活|-23 -16 -14|84 96 30 7|0.6 117|44 4 7 3 18
8476 台境*|綠能環保|-42 144 -207|91 91 31 21|2.8 27|2 7 0 14 82
8478 東哥遊艇|運動休閒|42 28 -2|80 80 35 49|0.7 1176|43 0 -1 8 -24
8916 光隆|其他|-24 -21 -54|82 82 -11 13|0.6 37|9 -2 -13 -7 -1
8924 大田|運動休閒|-28 -8 -3|84 92 11 -2|0.8 23|4 -2 -2 -10 -5
8926 台汽電|油電燃氣|-2 39 54|92 92 21 -3|0.5 22|7 16 0 -60 -13
8927 北基|油電燃氣|11 9 -13|99 99 9 10|2.1 11|0 8 0 -14 -30
8928 鉅明|運動休閒|17 26 14|81 91 17 5|1.4 9|2 6 0 2 -1
8931 大汽電|油電燃氣|65 85 37|96 96 68 75|1.4 14|0 -2 0 8 50
8932 智通*|數位雲端|-54 -56 -31|87 87 6 59|0.7 17|31 -5 0 8 8
8933 愛地雅|運動休閒|7 9 -11|63 63 -25 30|0.3 35|7 -4 0 na 14
8936 國統|其他|-27 -29 -16|98 98 17 22|1.2 16|8 12 0 -5 1
8938 明安|運動休閒|-26 8 -15|86 86 -1 4|1.4 83|15 -3 -0 -3 -25
8942 森鉅|其他|-33 -30 -33|96 98 13 -1|1.0 7|22 18 0 -51 1
8996 高力|電機機械|72 64 32|100 100 68 192|1.0 2996|15 1 0 1 -18
9802 鈺齊-KY|運動休閒|4 29 -27|64 64 -8 -20|1.0 307|45 -15 -5 -19 97
9904 寶成|運動休閒|-8 -5 -19|98 98 19 18|0.4 208|56 24 -3 -6 4
9907 統一實|其他|-44 -32 -32|83 83 3 -9|0.5 30|21 7 1 8 3
9910 豐泰|運動休閒|-15 -3 -49|87 92 13 7|0.7 199|18 12 -7 3 -16
9911 櫻花|居家生活|-18 -11 -19|98 98 5 -0|1.1 6|18 -13 0 -3 11
9914 美利達|運動休閒|-9 41 15|66 82 2 -16|0.8 136|38 -1 5 -22 -5
9917 中保科|其他|2 6 -3|93 96 7 -3|1.2 24|40 22 5 -50 -15
9919 康那香|其他|-24 -21 -6|61 90 -1 0|0.2 12|4 -4 0 1 4
9921 巨大|運動休閒|-13 -6 -17|70 83 -3 -17|0.5 166|50 -4 -1 37 7
9928 中視|其他|6 6 -1|66 66 9 21|0.7 5|0 0 0 na na
9933 中鼎|其他|13 18 -21|89 89 13 -1|0.6 69|19 2 -4 3 24
9938 百和|其他|-41 -35 -28|82 93 22 4|2.5 114|27 2 -2 95 40
9939 宏全|其他|-3 7 -9|98 98 10 24|2.1 98|33 -6 -2 62 3
9940 信義|其他|59 -0 19|84 90 -2 -8|1.2 8|6 22 -25 -6 -3
9941 裕融|其他|7 15 1|82 96 18 -5|0.9 153|5 11 -0 1 -23
9942 茂順|其他|-5 6 -3|100 100 5 35|1.3 38|6 17 1 -6 14
9945 潤泰新|其他|-33 23 5|85 93 1 5|0.6 185|14 2 -0 -3 -15
9955 佳龍|綠能環保|-46 -40 -23|62 89 15 -4|0.3 16|1 -3 0 -5 3
9958 世紀鋼|鋼鐵工業|-11 9 16|75 92 21 1|0.6 302|8 2 -1 -9 -10
9962 有益|鋼鐵工業|33 27 -18|92 100 21 24|0.9 16|4 6 0 34 15
