# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
3587 閎康|其他電子|28 37 10|100 100 62 76|2.5 408|18 -0 6 33 30|PB位100 PE位100 殖2.7|益18.5→16.7
3588 通嘉|半導體業|-32 -44 7|86 95 17 5|2.4 32|2 -0 0 46 8|PB位44 PE位100 殖1.9|益9.5→-8.5
3591 艾笛森|光電業|-8 2 7|100 100 13 48|1.1 35|9 -6 0 25 10|PB位100 PE位100 殖1.0|益2.4→4.3
3592 瑞鼎|半導體業|-10 -30 10|85 85 1 5|0.9 121|13 6 -6 -0 -27|PB位62 PE位84 殖12.2|益15.9→5.1
3594 磐儀|電腦及週|2 3 -16|81 81 2 66|0.4 51|2 -2 -1 -8 4|PB位90 PE位10 殖1.6|益7.2→11.3
3596 智易|通信網路|6 15 -8|90 90 27 30|2.2 550|22 -1 3 30 -20|PB位91 PE位57 殖5.0|益4.7→6.3
3605 宏致|電子零組|-25 -24 -6|79 85 -0 -12|0.9 7|10 -1 0 3 -14|PB位20 PE位na 殖1.8|益0.5→-6.4
3607 谷崧|電子零組|-6 3 19|98 98 27 46|2.3 25|6 0 0 18 -12|PB位99 PE位na 殖6.0|益-15.4→-7.6
3611 鼎翰|電腦及週|14 7 -6|97 97 23 47|1.2 47|14 0 1 -6 -18|PB位33 PE位59 殖5.5|益15.8→14.7
3617 碩天|其他電子|-5 3 -17|93 93 86 121|0.6 322|12 5 0 4 -10|PB位99 PE位52 殖2.4|益10.3→13.4
3622 洋華|光電業|-27 -24 -8|94 94 12 24|0.5 11|3 4 0 -15 0|PB位70 PE位29 殖4.3|益13.0→15.0
3624 光頡|電子零組|-25 -24 -4|71 71 -23 3|0.4 67|42 6 -16 -5 -38|PB位52 PE位24 殖5.0|益20.2→15.4
3628 盈正|其他電子|4 31 12|80 80 -7 16|0.2 6|4 -4 0 -3 31|PB位70 PE位0 殖4.2|益4.0→2.2
3630 新鉅科|光電業|32 -5 27|82 82 9 10|0.3 27|36 4 0 -17 -5|PB位66 PE位na 殖0.0|益-45.0→-66.4
3645 達邁|電子零組|-13 -27 18|93 93 41 42|1.0 92|11 3 0 52 -36|PB位57 PE位na 殖1.3|益7.3→-34.9
3652 精聯|電腦及週|-11 12 11|74 74 3 35|0.2 26|3 -4 0 -13 18|PB位92 PE位70 殖2.2|益4.3→0.6
3653 健策|電子零組|-8 0 -23|79 79 15 33|2.0 908|24 13 -20 40 -17|PB位93 PE位28 殖2.2|益25.2→21.6
3661 世芯-KY|半導體業|147 168 64|88 88 56 112|0.7 6153|58 4 0 -12 -47|PB位85 PE位94 殖0.7|益16.8→11.1
3663 鑫科|其他電子|-8 -24 1|97 97 16 42|5.8 9|1 -0 0 0 -5|PB位89 PE位89 殖2.5|益3.4→1.5
3664 安瑞-KY|通信網路|27 9 -6|73 73 -23 140|0.2 6|43 -1 0 na na|PB位91 PE位na 殖0.0|益-39.1→-31.9
3665 貿聯-KY|其他電子|-16 -7 -49|94 97 23 16|0.8 609|45 -2 -1 -37 10|PB位23 PE位16 殖3.3|益10.3→9.0
3666 光耀|光電業|-15 -35 20|95 95 27 46|2.2 32|1 -3 0 8 1|PB位76 PE位na 殖0.0|益-29.0→-28.8
3673 TPK-KY|光電業|-35 -27 -14|87 87 4 28|0.3 110|37 -1 0 4 -19|PB位42 PE位83 殖1.3|益0.6→-0.6
3675 德微|半導體業|-30 -24 -13|74 74 -14 25|0.7 195|52 -5 -4 -5 45|PB位60 PE位31 殖2.6|益19.9→17.7
3680 家登|半導體業|-13 -8 -33|83 83 5 32|0.6 640|18 -3 -10 37 81|PB位56 PE位14 殖2.2|益24.3→30.2
3685 元創精密|電機機械|-37 17 15|64 88 11 12|1.3 7|1 -1 0 -17 1|PB位49 PE位na 殖0.0|益-2.9→-4.8
3687 歐買尬|數位雲端|-21 -9 -7|76 76 6 -3|0.2 106|4 -1 0 -29 9|PB位23 PE位41 殖1.6|益22.8→20.1
3689 湧德|電子零組|1 -8 0|95 95 64 83|3.4 262|9 -1 0 139 49|PB位99 PE位66 殖3.8|益4.9→6.3
3691 碩禾|光電業|-72 -66 -22|54 72 -19 -19|0.6 21|5 -12 0 -9 -1|PB位1 PE位na 殖0.0|益-7.8→-33.4
3693 營邦|電腦及週|35 46 -36|92 92 106 202|1.4 2036|2 -1 0 10 40|PB位100 PE位71 殖1.6|益10.4→13.5
3694 海華|通信網路|6 13 17|81 81 32 51|1.5 97|6 -1 0 28 13|PB位59 PE位70 殖0.0|益2.9→1.6
3701 大眾控|電腦及週|15 5 -6|84 84 5 34|0.3 112|5 1 -0 -12 -24|PB位76 PE位37 殖0.8|益3.4→3.7
3702 大聯大|電子通路|-19 -21 -4|92 92 7 10|1.3 317|26 -13 16 -28 7|PB位21 PE位94 殖7.6|益1.9→1.3
3703 欣陸|建材營造|3 -1 7|89 91 -9 -0|0.7 49|24 -12 2 33 18|PB位44 PE位76 殖9.2|益10.1→6.0
3704 合勤控|通信網路|-14 27 -5|81 81 31 38|0.9 874|20 -3 2 6 16|PB位91 PE位68 殖2.4|益6.1→6.1
3705 永信|生技醫療|-12 -13 1|92 98 1 8|0.3 11|10 9 1 2 -0|PB位47 PE位60 殖5.2|益10.4→12.9
3706 神達|電腦及週|-22 -8 -18|93 93 73 65|0.5 1296|12 0 0 49 -8|PB位99 PE位64 殖2.7|益-2.5→-1.5
3707 漢磊|半導體業|-17 -15 -15|69 81 3 -17|0.4 240|9 -4 1 -0 13|PB位24 PE位33 殖1.2|益12.4→2.2
3708 上緯投控|綠能環保|-39 -34 -13|83 83 -9 -15|0.5 33|7 -3 0 -3 4|PB位1 PE位2 殖5.6|益4.8→3.2
3710 連展投控|電子零組|-2 -5 11|60 80 -9 -8|0.6 11|2 -0 0 na na|PB位68 PE位na 殖0.0|益-2.4→-11.9
3711 日月光投控|半導體業|-19 -15 -16|96 96 19 19|0.9 1899|76 14 -2 65 -38|PB位62 PE位44 殖7.7|益12.0→5.9
3712 永崴投控|電腦及週|3 5 4|85 85 -12 16|0.6 37|1 -4 -1 -2 -3|PB位40 PE位66 殖6.1|益4.6→2.9
3714 富采|光電業|-13 -24 12|93 93 5 1|1.2 100|14 -8 -0 -1 9|PB位45 PE位na 殖0.0|益-1.6→-28.9
3715 定穎投控|電子零組|na na na|na 90 25 82|0.7 335|25 4 0 13 -11|PB位92 PE位85 殖2.6|益5.4→6.1
4102 永日|生技醫療|-30 -10 -33|74 88 -1 5|0.7 10|3 -1 0 -7 53|PB位74 PE位3 殖2.6|益8.6→14.1
4104 佳醫|生技醫療|26 20 4|92 92 1 33|0.5 63|6 -6 0 -26 -7|PB位94 PE位92 殖4.5|益8.4→8.6
4105 東洋|生技醫療|17 8 -5|94 97 -1 3|0.9 58|20 -7 0 -4 17|PB位89 PE位21 殖4.5|益24.3→21.0
4106 雃博|生技醫療|-16 5 -8|79 79 -5 -3|0.6 23|6 -11 0 -32 -44|PB位35 PE位1 殖2.8|益6.9→8.0
4107 邦特|生技醫療|-10 -3 -9|91 95 -3 2|1.0 13|21 -23 0 -23 -9|PB位42 PE位43 殖4.0|益28.8→27.1
4108 懷特|生技醫療|40 20 26|91 91 -1 16|0.7 18|1 -1 0 -15 na|PB位61 PE位na 殖0.0|益-115.6→-68.9
4111 濟生|生技醫療|-3 -6 -7|78 78 -11 2|0.5 7|2 -4 0 -11 16|PB位67 PE位4 殖4.3|益13.5→8.0
4113 聯上|建材營造|14 23007 17275|100 100 16 46|1.4 7|1 1 0 7 -15|PB位100 PE位na 殖0.0|益-76.6→-2.9
4114 健喬|生技醫療|35 24 -10|83 90 -10 3|0.4 81|5 0 0 -1 1|PB位82 PE位48 殖3.4|益10.3→10.6
4116 明基醫|生技醫療|-7 -8 -56|82 95 -3 -1|1.8 26|1 -2 0 11 71|PB位83 PE位56 殖3.4|益6.1→6.3
4119 旭富|生技醫療|-8 78 -2|88 88 -10 18|1.0 42|9 -16 0 21 10|PB位72 PE位32 殖1.5|益13.2→23.1
4120 友華|生技醫療|-9 -6 -4|90 90 11 15|0.6 10|6 -2 0 -27 34|PB位62 PE位na 殖0.0|益-3.2→2.5
4121 優盛|生技醫療|-31 -24 -23|79 79 -21 19|0.3 38|1 1 0 -23 -3|PB位85 PE位57 殖4.4|益5.9→2.4
4123 晟德|生技醫療|70 53 -48|92 92 13 27|1.0 528|7 -1 -0 30 44|PB位77 PE位na 殖3.3|益37.0→3.6
4126 太醫|生技醫療|35 21 -5|95 95 3 28|1.1 37|21 16 0 -11 -48|PB位93 PE位74 殖4.8|益16.2→22.2
4128 中天|生技醫療|-15 -23 -13|73 84 -9 -12|0.8 87|5 -7 -0 -1 13|PB位27 PE位na 殖1.9|益-16.2→-23.8
4129 聯合|生技醫療|12 24 -0|90 90 13 57|0.8 162|21 -4 -2 8 33|PB位96 PE位26 殖3.1|益10.8→11.0
4130 健亞|生技醫療|23 30 13|71 86 -9 -3|0.4 22|3 -9 0 2 36|PB位48 PE位70 殖0.6|益-3.2→10.7
4137 麗豐-KY|生技醫療|-22 106 91|83 83 -14 -7|0.3 35|60 -24 -2 -23 21|PB位22 PE位81 殖3.7|益29.0→28.4
4138 曜亞|生技醫療|42 48 11|82 82 43 93|0.6 68|4 -0 0 38 25|PB位97 PE位97 殖3.4|益12.3→17.2
4142 國光生|生技醫療|-92 -1 -181|78 78 -14 -12|0.7 28|7 -15 -0 5 26|PB位8 PE位59 殖0.0|益4.2→-153.0
4147 中裕|生技醫療|18 6 -110|72 72 -28 38|0.4 234|8 2 1 -32 3|PB位90 PE位na 殖0.0|益-34.1→-99.1
4148 全宇生技-KY|生技醫療|-28 -9 -51|75 77 -13 -10|0.8 11|71 -4 0 5 10|PB位55 PE位7 殖4.7|益18.0→8.0
4153 鈺緯|生技醫療|0 4 -25|77 77 -9 10|2.3 23|1 -6 0 3 221|PB位93 PE位0 殖2.4|益8.9→11.8
4155 訊映|生技醫療|-7 -28 -16|74 74 -4 4|0.3 46|2 -5 0 -21 4|PB位75 PE位80 殖7.1|益6.9→7.7
4157 太景*-KY|生技醫療|528 3684 1871|74 86 -2 0|0.5 35|4 -8 0 -17 9|PB位59 PE位na 殖0.0|益-766.4→-933.7
4160 訊聯基因|生技醫療|27 10 6|89 89 10 76|0.9 8|0 -1 0 na na|PB位99 PE位70 殖2.0|益3.7→3.4
4161 聿新科|生技醫療|19 29 8|87 87 4 35|0.2 13|2 -6 0 1 44|PB位95 PE位16 殖1.4|益5.1→4.0
4162 智擎|生技醫療|-4 5 1|58 69 -16 -26|0.8 108|4 -4 0 -4 -6|PB位60 PE位50 殖2.4|益43.2→48.2
4163 鐿鈦|生技醫療|9 9 -18|88 88 -3 10|0.3 33|5 -18 0 -3 26|PB位80 PE位12 殖3.2|益15.9→23.3
4164 承業醫|生技醫療|118 36 0|86 86 -12 19|0.7 105|27 2 -13 -13 -41|PB位89 PE位89 殖3.2|益16.0→14.6
4167 松瑞藥|生技醫療|-16 -37 -13|62 79 -6 -20|0.8 18|10 0 0 12 -8|PB位16 PE位64 殖0.6|益-7.4→-1.8
4168 醣聯|生技醫療|-89 -44 na|69 87 -8 -6|2.1 19|4 0 0 -2 -4|PB位87 PE位na 殖0.0|益-793.2→-31659.2
4171 瑞基|農業科技|-40 -71 -6|63 79 -14 -19|2.3 12|16 -10 0 7 8|PB位4 PE位70 殖10.2|益32.2→-51.8
4173 久裕|生技醫療|33 22 10|94 94 1 26|0.4 19|4 1 0 3 -10|PB位65 PE位39 殖2.8|益6.3→7.9
4174 浩鼎|生技醫療|1479 517 na|89 89 -1 19|0.8 50|11 -10 0 -13 9|PB位33 PE位na 殖0.0|益-45059.7→-24198.3
4175 杏一|生技醫療|4 -10 -13|74 74 -3 53|0.2 53|1 -1 0 -3 18|PB位90 PE位52 殖3.6|益3.2→1.8
4188 安克|生技醫療|-24 -7 24|79 79 30 36|4.5 6|0 1 0 na na|PB位99 PE位na 殖0.0|益-104.3→-148.5
4190 佐登-KY|生技醫療|13 26 8|75 75 -20 3|0.3 18|62 -2 0 -13 3|PB位55 PE位93 殖1.3|益0.7→2.9
4207 環泰|食品工業|-0 9 -3|97 97 24 45|1.8 21|3 1 0 6 23|PB位100 PE位100 殖5.3|益6.3→8.8
4306 炎洲|塑膠工業|-26 -25 -2|91 91 -7 7|0.7 15|5 -29 0 26 12|PB位30 PE位53 殖6.6|益7.2→4.3
4438 廣越|紡織纖維|-10 -0 -25|84 96 7 -3|0.6 14|2 -4 -3 -4 -6|PB位22 PE位20 殖5.5|益7.6→0.9
4439 冠星-KY|紡織纖維|-18 -35 -4|100 100 46 83|2.5 32|65 1 0 66 11|PB位98 PE位100 殖4.0|益7.3→13.6
4503 金雨|電機機械|54 45 -13|86 86 29 82|1.0 145|2 -2 0 -23 18|PB位95 PE位na 殖0.0|益-34.9→-40.2
4506 崇友|電機機械|52 31 20|97 97 11 19|1.3 10|3 -20 -8 109 -27|PB位85 PE位96 殖4.2|益18.1→22.3
4510 高鋒|電機機械|28 12 17|77 77 15 68|0.3 36|4 0 0 -1 185|PB位96 PE位68 殖2.4|益2.6→-0.0
4523 永彰|電機機械|13 11 15|89 89 64 52|2.5 50|2 0 0 2 25|PB位99 PE位96 殖0.0|益-14.9→-25.1
4526 東台|電機機械|-3 -11 -6|89 89 19 44|0.9 56|8 0 0 49 322|PB位98 PE位96 殖1.0|益2.0→0.4
4527 方方土霖|電機機械|-34 20 -6|78 78 8 21|0.3 7|2 1 0 196 57|PB位95 PE位36 殖6.1|益7.4→4.6
4532 瑞智|電機機械|-7 -18 9|90 90 33 47|0.9 453|11 -2 0 -3 336|PB位87 PE位99 殖3.8|益3.2→5.1
4533 協易機|電機機械|-29 104 70|78 78 156 186|2.3 486|1 -1 0 2 91|PB位98 PE位84 殖1.0|益-0.8→5.3
4536 拓凱|運動休閒|-29 -3 -22|72 72 -12 0|0.4 66|14 -14 -1 -12 22|PB位5 PE位1 殖6.5|益23.2→18.7
4538 大詠城|電機機械|-24 -23 -36|77 77 9 23|0.3 8|0 0 0 -19 -45|PB位70 PE位4 殖4.0|益15.7→21.0
4541 晟田|其他|-3 -12 -23|81 81 -13 30|0.2 48|2 -7 -4 -9 130|PB位93 PE位58 殖3.6|益5.1→-7.6
4543 萬在|電機機械|-18 -1 -1|67 67 69 92|0.5 203|11 2 0 -17 -38|PB位94 PE位30 殖2.6|益14.2→21.2
4549 桓達|電機機械|-27 11 -3|88 88 7 23|0.3 12|7 -2 -4 -54 57|PB位92 PE位81 殖5.1|益24.6→17.1
4551 智伸科|汽車工業|-24 -19 -13|81 89 3 -8|0.3 56|50 -8 -1 -12 -0|PB位8 PE位17 殖4.4|益17.6→12.6
4552 力達-KY|電機機械|-0 4 6|87 87 -7 3|0.4 8|47 -26 0 18 103|PB位35 PE位19 殖4.1|益12.8→13.0
4563 百德|電機機械|27 -1 -6|90 90 53 40|0.9 98|1 -2 0 -7 56|PB位99 PE位46 殖0.0|益2.5→10.7
4564 元翎|電機機械|-11 -15 15|80 80 7 7|0.2 49|2 1 0 -10 4|PB位26 PE位na 殖0.8|益3.1→-31.1
4566 時碩工業|電機機械|-15 -8 -13|80 80 -10 13|0.3 107|1 -1 0 -16 21|PB位78 PE位29 殖3.6|益8.2→6.6
4572 駐龍|電機機械|17 26 -22|100 100 15 56|1.4 100|10 8 4 -15 33|PB位100 PE位37 殖1.1|益28.9→37.8
4580 捷流閥業|電機機械|5 3 2|100 100 7 25|2.3 8|2 5 0 32 -30|PB位45 PE位98 殖5.2|益15.9→16.6
4581 光隆精密-KY|汽車工業|2 15 1|91 91 19 89|0.3 12|29 8 0 -20 -69|PB位95 PE位48 殖3.9|益10.7→20.5
4583 台灣精銳|電機機械|-28 -20 -11|89 89 15 24|0.7 88|0 -1 1 -46 3|PB位84 PE位92 殖4.1|益33.7→31.8
4714 永捷|化學工業|-56 -57 -30|96 96 9 25|1.3 15|1 2 0 -9 38|PB位86 PE位na 殖0.0|益-4.7→-1.8
4721 美琪瑪|化學工業|-57 -59 -28|70 84 -5 -9|1.2 36|1 -5 0 -5 4|PB位57 PE位87 殖5.0|益6.9→-0.3
4722 國精化|化學工業|-29 -27 7|98 98 2 10|0.8 5|3 -1 0 -4 53|PB位67 PE位99 殖5.2|益7.8→-0.4
4726 永昕|生技醫療|60 48 39|86 90 11 16|2.4 104|21 0 0 11 16|PB位52 PE位na 殖0.0|益-60.8→-118.8
4728 雙美|生技醫療|63 35 -39|68 68 -27 49|0.4 58|14 -2 0 -30 5|PB位80 PE位46 殖4.9|益54.9→58.4
4736 泰博|生技醫療|-67 -67 -60|83 92 1 2|0.8 48|10 9 -0 -11 -6|PB位30 PE位25 殖10.8|益43.0→26.8
4739 康普|化學工業|-54 -48 -27|64 81 -8 -15|1.0 32|1 0 -0 -7 -5|PB位16 PE位50 殖3.6|益6.4→-2.4
4741 泓瀚|化學工業|-16 -1 -8|91 91 11 63|1.3 13|2 2 0 78 61|PB位99 PE位61 殖3.4|益5.2→9.0
4743 合一|生技醫療|-99 -35 -14|74 76 -10 -15|0.7 441|6 -5 -0 -5 10|PB位12 PE位na 殖0.8|益-22.7→-1128.9
4744 皇將|生技醫療|27 100 95|75 75 -10 24|0.4 64|4 -2 0 -49 -22|PB位86 PE位na 殖3.0|益-1.1→-61.2
4746 台耀|生技醫療|43 30 1|100 100 21 63|1.4 1228|17 3 1 16 21|PB位100 PE位92 殖0.9|益4.3→14.4
4747 強生製藥|生技醫療|52 32 1|84 84 78 151|0.6 133|4 1 0 -4 88|PB位96 PE位96 殖2.0|益16.5→19.0
4754 國碳科|化學工業|43 96 66|90 90 24 44|0.9 7|0 1 0 na na|PB位99 PE位98 殖3.6|益13.3→13.8
4755 三福化|化學工業|-6 -18 -1|97 97 20 21|2.2 173|30 0 2 10 10|PB位84 PE位88 殖3.8|益16.5→9.6
4763 材料*-KY|化學工業|138 127 34|89 89 59 222|0.8 3303|67 2 1 -6 -49|PB位99 PE位99 殖1.2|益25.2→41.2
4766 南寶|化學工業|-5 -9 -19|100 100 33 44|0.7 30|16 8 6 2 17|PB位78 PE位50 殖5.4|益8.3→11.1
4768 晶呈科技|化學工業|0 -10 -59|76 76 17 9|1.6 307|6 2 -2 43 -1|PB位40 PE位12 殖2.6|益29.3→26.3
4770 上品|化學工業|-39 -2 -37|83 92 11 -3|0.9 110|8 3 0 7 -8|PB位49 PE位14 殖3.8|益34.7→37.3
4904 遠傳|通信網路|5 5 1|90 90 -6 10|0.4 291|18 11 -23 -11 -60|PB位53 PE位17 殖4.6|益14.2→15.2
4906 正文|通信網路|-27 16 -21|93 93 14 20|0.9 321|14 -5 -0 0 37|PB位49 PE位62 殖4.7|益2.6→1.0
4908 前鼎|通信網路|-5 -8 3|89 89 53 74|2.0 229|3 -2 0 113 54|PB位99 PE位60 殖5.5|益26.0→21.3
4909 新復興|通信網路|-9 5 1|93 93 -5 17|0.6 5|2 -6 0 -9 8|PB位71 PE位na 殖0.0|益-32.7→-7.3
4911 德英|生技醫療|351 525 68|86 86 -9 39|0.3 8|1 -6 0 na 116|PB位91 PE位4 殖0.0|益8.5→45.3
4912 聯德控股-KY|電子零組|-49 -43 -15|76 95 20 2|0.9 16|29 -4 0 2 22|PB位26 PE位87 殖3.0|益7.7→2.7
4915 致伸|電子零組|-22 -21 -16|99 100 12 19|1.2 231|49 3 7 5 -46|PB位60 PE位60 殖5.9|益4.2→3.9
4916 事欣科|電腦及週|18 44 -13|89 89 19 46|0.6 150|2 -1 0 4 33|PB位97 PE位57 殖0.9|益3.2→4.9
4919 新唐|半導體業|-10 -20 -9|88 88 5 -5|1.6 991|5 -4 2 3 0|PB位65 PE位33 殖5.3|益10.7→4.1
4927 泰鼎-KY|電子零組|-22 -21 -4|87 87 13 2|0.5 72|17 -10 -0 6 -25|PB位37 PE位95 殖3.3|益6.8→-1.2
4931 新盛力|電腦及週|-20 -13 -62|73 79 -7 -10|0.6 47|2 -0 -7 -9 1|PB位59 PE位14 殖5.5|益6.1→10.0
4934 太極|光電業|47 28 -58|89 89 9 21|0.7 248|1 -0 0 na na|PB位60 PE位33 殖0.0|益-11.1→-0.6
4935 茂林-KY|光電業|-29 1 14|85 91 -1 -6|0.7 7|26 -13 0 7 20|PB位1 PE位68 殖7.8|益10.0→-9.4
4938 和碩|電腦及週|-28 4 5|90 90 15 23|0.8 938|33 -3 -3 159 -38|PB位73 PE位94 殖5.2|益1.9→0.9
4942 嘉彰|光電業|-28 -27 0|98 98 7 13|1.7 7|12 -0 0 -9 -15|PB位30 PE位87 殖6.4|益10.9→10.4
4951 精拓科|半導體業|-33 -33 -2|na 86 2 41|0.3 15|1 -6 0 4 559|PB位74 PE位80 殖4.9|益30.8→25.0
4952 凌通|半導體業|-33 -38 4|83 93 -2 6|0.7 10|6 -13 0 -3 22|PB位23 PE位50 殖10.1|益19.9→5.0
4953 緯致|資訊服務|7 9 -9|90 90 27 76|2.9 707|20 3 0 0 62|PB位99 PE位99 殖3.3|益7.1→6.5
4958 臻鼎-KY|電子零組|-36 -32 -27|88 96 -1 -1|0.7 255|65 2 -8 4 8|PB位10 PE位19 殖5.6|益13.1→3.9
4960 誠美材|光電業|-0 -13 15|94 94 8 22|1.3 42|6 -0 0 5 -32|PB位52 PE位99 殖2.4|益0.2→-11.6
4961 天鈺|半導體業|-11 -19 12|82 82 0 3|2.2 208|19 -1 -0 10 34|PB位37 PE位62 殖5.9|益19.7→12.5
4966 譜瑞-KY|半導體業|-46 -50 -12|77 77 -4 3|1.1 891|56 -5 -8 8 26|PB位20 PE位34 殖3.3|益26.3→11.9
4967 十銓|半導體業|208 273 210|76 76 -19 82|0.5 340|3 -0 -1 -46 9|PB位71 PE位na 殖1.6|益-0.8→-4.3
4968 立積|半導體業|-8 -16 -2|83 83 -7 17|0.5 613|12 -2 -0 -4 3|PB位30 PE位na 殖0.0|益-0.5→-17.5
4971 IET-KY|半導體業|-35 -45 -27|80 81 -8 4|0.8 5|13 3 -7 5 -12|PB位18 PE位25 殖3.5|益18.6→-0.9
4973 廣穎電通|半導體業|10 18 7|97 97 24 52|2.4 27|7 -4 0 12 26|PB位97 PE位19 殖6.2|益0.6→3.0
4974 亞泰|電子零組|-15 -3 -5|100 100 7 12|1.4 11|8 4 0 6 -4|PB位97 PE位38 殖8.5|益12.6→11.3
4976 佳凌|光電業|-31 -27 -11|83 83 -4 5|0.5 39|1 -2 0 -8 7|PB位27 PE位na 殖0.0|益-18.6→-19.1
4977 眾達-KY|通信網路|-48 -21 -58|71 71 -13 -18|1.0 218|24 -5 1 8 -29|PB位4 PE位23 殖2.7|益19.4→20.9
4979 華星光|通信網路|134 93 -19|87 87 227 256|1.4 897|7 -1 1 1 3|PB位99 PE位68 殖0.0|益20.7→8.4
4989 榮科|電子零組|-14 -13 4|91 91 16 11|5.6 7|1 -1 0 13 -51|PB位57 PE位79 殖1.7|益3.3→0.2
4994 傳奇|資訊服務|-17 -15 19|84 84 -4 6|0.3 14|3 2 1 -10 26|PB位31 PE位92 殖1.1|益5.3→8.8
5009 榮剛|鋼鐵工業|12 16 -11|88 88 -8 38|0.6 702|18 -7 -8 9 11|PB位88 PE位24 殖4.5|益19.5→19.2
5011 久陽|鋼鐵工業|-29 -20 -24|82 86 -11 -5|0.3 10|1 -10 0 -9 4|PB位8 PE位29 殖8.7|益4.9→3.2
5014 建錩|鋼鐵工業|-32 -27 -12|80 81 -6 -20|1.7 6|2 -4 0 -11 -30|PB位5 PE位67 殖5.6|益3.2→1.2
5015 華祺|鋼鐵工業|-48 -43 -23|65 78 -10 -17|0.8 5|8 -6 0 -20 13|PB位4 PE位10 殖12.8|益22.5→12.0
5203 訊連|資訊服務|3 1 -9|96 96 16 28|5.8 64|11 4 0 14 18|PB位29 PE位100 殖2.1|益11.7→7.8
5209 新鼎|其他|70 133 48|84 84 12 120|0.3 25|3 -5 0 na 81|PB位94 PE位92 殖4.4|益6.9→7.8
5213 亞昕|建材營造|-85 -89 -154|92 92 -5 18|0.8 8|1 5 0 -9 -1|PB位90 PE位46 殖5.5|益9.0→-84.8
5222 全訊|半導體業|5 27 0|80 80 -18 23|0.8 148|7 6 -5 -14 -16|PB位63 PE位70 殖1.7|益35.3→26.0
5225 東科-KY|其他電子|-32 -24 -31|93 93 15 41|0.5 28|56 5 0 13 -7|PB位99 PE位89 殖6.5|益2.6→4.3
5227 立凱-KY|電子零組|158 135 -13|75 75 -17 -17|0.2 16|2 -0 0 na na|PB位65 PE位na 殖0.0|益-53.7→-24.8
5234 達興材料|光電業|43 11 28|85 85 52 80|1.7 329|10 2 7 -15 58|PB位97 PE位98 殖2.5|益11.3→11.9
5236 凌陽創新|半導體業|10 -10 26|92 92 48 74|3.2 55|3 2 -0 81 69|PB位75 PE位99 殖5.7|益28.4→22.1
5243 乙盛-KY|光電業|-25 4 -8|80 80 8 17|0.2 169|55 -12 -1 4 7|PB位51 PE位22 殖2.2|益6.0→8.7
5258 虹堡|電腦及週|11 26 -19|93 93 57 60|0.8 1539|12 -0 0 21 75|PB位99 PE位79 殖1.0|益13.9→15.8
5263 智崴|文化創意|-31 -6 -12|86 88 4 -11|0.4 30|14 -8 0 -2 16|PB位58 PE位na 殖1.2|益-30.8→-18.4
5269 祥碩|半導體業|1 9 17|73 73 -14 2|1.0 891|16 1 -8 3 31|PB位19 PE位37 殖2.1|益24.8→23.0
5274 信驊|半導體業|-55 -52 -46|73 73 -19 6|1.0 1381|52 -4 -7 122 -5|PB位67 PE位32 殖2.0|益47.0→31.3
5283 禾聯碩|電器電纜|8 2 11|95 95 6 8|0.5 13|1 1 0 240 -12|PB位66 PE位100 殖7.0|益10.8→6.1
5284 jpp-KY|其他|29 41 -6|79 79 7 63|0.6 197|55 -5 -1 22 98|PB位92 PE位84 殖2.2|益18.0→26.2
5285 界霖|半導體業|-23 -25 -10|93 93 10 14|1.5 70|2 -4 -4 7 74|PB位60 PE位59 殖4.3|益7.1→2.8
5287 數字|數位雲端|15 11 -2|96 96 0 10|1.0 8|25 -24 0 -12 1|PB位70 PE位42 殖4.8|益38.7→39.3
5288 豐祥-KY|電機機械|-5 -5 -30|90 90 2 2|1.2 21|62 -6 -5 -7 15|PB位42 PE位5 殖3.9|益13.6→16.6
5289 宜鼎|電腦及週|-32 -33 -17|83 83 2 53|1.1 529|30 1 -6 21 -11|PB位88 PE位73 殖4.7|益19.8→19.8
5299 杰力|半導體業|-46 -38 5|91 91 2 0|1.6 20|1 -9 0 -10 15|PB位2 PE位94 殖6.9|益27.1→13.8
5301 寶得利|觀光餐旅|249 457 312|69 69 31 48|0.5 6|4 -0 0 na na|PB位95 PE位na 殖0.0|益-140.1→-56.9
5306 桂盟|運動休閒|-40 -35 -11|97 97 8 3|0.7 34|19 29 -1 -23 -5|PB位25 PE位43 殖5.8|益32.9→23.8
5309 系統電|電子零組|-19 -12 -30|81 81 -13 -8|0.6 55|1 -2 -9 20 3|PB位2 PE位15 殖0.0|益8.9→8.8
5312 寶島科|生技醫療|39 32 9|95 95 34 52|0.7 17|9 0 0 2 -3|PB位95 PE位91 殖5.1|益5.7→10.9
5315 光聯|光電業|-9 -8 -6|87 87 -10 11|0.6 8|7 -27 0 -6 68|PB位75 PE位21 殖9.2|益11.8→10.1
5321 美而快|數位雲端|20 21 4|71 71 -23 -11|0.1 22|1 -6 -1 -14 3|PB位47 PE位17 殖3.6|益7.8→5.9
