# 2025-04-01 全池(1165 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
3693 營邦|電腦及週|82 42 33|76 80 -6 -11|0.7 192|2 -5 0 -17 -2|PB位34 PE位4 殖3.5|益17.9→15.1
3694 海華|通信網路|24 8 10|73 73 -12 15|0.3 131|9 -0 0 -27 -21|PB位75 PE位69 殖2.9|益3.9→3.8
3701 大眾控|電腦及週|6 -11 -6|57 69 -12 -13|2.5 9|3 0 0 -13 -5|PB位0 PE位88 殖0.6|益2.2→1.9
3702 大聯大|電子通路|52 33 2|65 81 -10 -17|1.1 338|26 -10 -16 -5 50|PB位35 PE位57 殖5.5|益1.7→1.7
3703 欣陸|建材營造|43 15 8|69 85 -10 -11|1.1 26|22 -36 -1 -7 35|PB位2 PE位97 殖3.8|益5.1→4.1
3704 合勤控|通信網路|6 38 37|69 81 -14 -8|0.9 62|13 -16 0 -3 84|PB位4 PE位87 殖0.9|益-0.3→1.7
3705 永信|生技醫療|18 11 -3|93 93 8 -5|2.0 31|10 15 0 14 -29|PB位82 PE位21 殖5.2|益16.5→16.1
3706 神達|電腦及週|124 182 83|64 64 -21 25|0.4 809|13 -1 -1 -18 -29|PB位88 PE位55 殖3.5|益2.8→2.9
3707 漢磊|半導體業|-6 -16 1|58 74 -17 -24|0.8 35|9 1 0 -6 -2|PB位1 PE位na 殖0.0|益-10.6→-11.6
3708 上緯投控|綠能環保|25 9 -1|47 60 -18 -35|1.4 23|8 -13 0 -10 -1|PB位0 PE位67 殖3.1|益4.6→5.0
3709 鑫聯大投控|電腦及週|80 63 24|91 91 17 35|1.7 31|5 5 0 298 -9|PB位92 PE位40 殖2.9|益0.9→1.2
3710 連展投控|電子零組|17 15 -2|63 63 -9 -19|0.6 7|4 -11 0 na na|PB位58 PE位na 殖0.0|益1.0→1.4
3711 日月光投控|半導體業|13 8 4|77 81 -10 -8|1.0 1919|73 -20 3 -6 8|PB位64 PE位67 殖3.5|益6.5→6.6
3712 永崴投控|電腦及週|157 104 31|70 70 -18 -3|0.6 97|6 -18 0 -12 65|PB位54 PE位12 殖5.7|益7.3→6.6
3714 富采|光電業|19 4 -2|78 78 -5 -11|0.5 101|16 -10 0 -3 16|PB位29 PE位na 殖2.3|益-4.8→-6.7
3715 定穎投控|電子零組|6 12 0|56 60 -25 -39|1.3 91|8 1 -3 -14 6|PB位32 PE位6 殖3.2|益10.6→8.6
4104 佳醫|生技醫療|25 7 3|94 97 2 0|1.4 12|4 3 0 60 -25|PB位63 PE位62 殖4.9|益8.4→8.8
4105 東洋|生技醫療|49 17 9|97 97 7 7|1.6 76|18 24 -0 1 9|PB位0 PE位0 殖5.7|益25.0→23.6
4107 邦特|生技醫療|25 1 -5|86 94 1 -4|1.3 8|10 -10 3 -16 18|PB位8 PE位21 殖4.0|益30.6→31.0
4109 加捷生醫|生技醫療|-46 25 -14|55 70 -8 -29|0.6 8|1 -7 0 -15 11|PB位35 PE位28 殖2.6|益5.6→6.2
4111 濟生|生技醫療|23 21 9|96 97 10 14|1.1 10|5 15 0 -20 -9|PB位84 PE位62 殖5.0|益6.4→8.5
4113 聯上|建材營造|125 41 -377173|41 70 -13 -30|1.2 10|1 -14 0 -4 6|PB位46 PE位0 殖0.0|益21.9→18.3
4114 健喬|生技醫療|62 23 12|89 91 1 -9|0.8 33|6 8 0 -10 -37|PB位18 PE位35 殖4.7|益13.7→13.3
4119 旭富|生技醫療|14 6 -33|80 80 -13 -13|1.3 8|7 -19 0 -9 18|PB位0 PE位0 殖1.9|益13.5→13.0
4123 晟德|生技醫療|71 11 -9|67 74 -11 -16|1.5 29|10 -12 0 -10 4|PB位42 PE位na 殖3.3|益14.0→14.5
4127 天良|生技醫療|4 -19 1|86 91 -8 11|1.1 7|3 -2 0 -33 11|PB位88 PE位92 殖0.0|益2.0→0.2
4128 中天|生技醫療|6 12 3|61 64 -19 -33|1.3 21|7 1 0 -8 7|PB位0 PE位na 殖0.0|益-28.7→-26.2
4129 聯合|生技醫療|40 22 3|83 90 -3 -4|1.4 15|12 -24 0 -5 13|PB位55 PE位12 殖4.4|益13.2→13.1
4137 麗豐-KY|生技醫療|17 -15 -2|62 77 8 -14|0.9 27|57 0 0 -11 -3|PB位7 PE位85 殖8.5|益20.0→18.5
4142 國光生|生技醫療|-3 705 527|69 75 3 -24|0.2 30|4 15 0 -19 -11|PB位2 PE位na 殖0.0|益-21.6→-19.2
4147 中裕|生技醫療|-19 -9 -34|90 90 7 12|0.5 144|8 -7 4 -9 44|PB位48 PE位na 殖0.0|益-26.6→-41.3
4157 太景*-KY|生技醫療|34 12 -10|65 71 -2 -26|0.7 7|3 9 0 -7 -14|PB位2 PE位na 殖0.0|益-48.7→-81.0
4162 智擎|生技醫療|-3 378 264|81 81 7 12|0.6 83|9 3 2 -18 21|PB位1 PE位0 殖6.2|益50.8→81.4
4164 承業醫|生技醫療|31 17 13|80 83 18 14|0.7 99|28 5 -0 -18 -27|PB位46 PE位98 殖3.1|益6.6→6.6
4167 松瑞藥|生技醫療|33 -9 -28|75 86 -2 -8|0.9 10|11 13 0 -6 -11|PB位38 PE位1 殖0.4|益10.8→9.8
4173 久裕|生技醫療|103 39 20|100 100 25 27|2.2 28|2 3 0 133 -12|PB位100 PE位50 殖4.4|益6.8→7.3
4174 浩鼎|生技醫療|145 31 -347|67 75 5 -18|0.7 34|9 19 0 -3 -11|PB位50 PE位na 殖0.0|益-3226.7→-3783.7
4303 信立|塑膠工業|946 466 203|90 90 72 81|2.0 2257|9 1 0 3 -1|PB位95 PE位19 殖3.6|益-12.5→-19.8
4306 炎洲|塑膠工業|26 -0 -23|77 90 2 -8|1.2 20|6 -4 0 -18 8|PB位31 PE位75 殖6.9|益6.9→6.5
4417 金洲|紡織纖維|20 37 23|97 97 8 11|1.1 7|4 10 0 111 18|PB位78 PE位38 殖6.2|益18.2→18.5
4420 光明|紡織纖維|59 34 5|83 83 3 8|3.0 35|1 -3 0 38 -32|PB位77 PE位49 殖41.4|益48.1→35.2
4438 廣越|紡織纖維|13 24 18|94 96 6 -2|1.2 22|2 6 0 67 1|PB位12 PE位90 殖3.0|益4.9→2.8
4503 金雨|電機機械|154 64 38|76 78 -3 1|0.5 63|3 2 0 -3 8|PB位7 PE位na 殖0.0|益-23.0→-29.4
4510 高鋒|電機機械|-3 -17 -0|75 75 -9 -2|0.4 500|3 -3 0 -18 -1|PB位87 PE位74 殖1.7|益5.1→4.3
4513 福裕|電機機械|-7 1 10|33 52 -17 -49|0.7 11|4 8 0 -7 -8|PB位64 PE位na 殖0.0|益-4.8→-5.4
4523 永彰|電機機械|70 41 29|53 75 -9 -21|0.5 8|5 8 0 -17 1|PB位64 PE位na 殖0.0|益-24.8→-29.4
4526 東台|電機機械|50 11 26|67 75 -20 -23|0.3 51|6 2 0 -13 -14|PB位82 PE位na 殖0.7|益-13.7→-18.7
4527 方方土霖|電機機械|-1 -5 -13|74 74 5 -14|0.6 6|3 6 0 -18 -4|PB位72 PE位25 殖6.6|益9.7→9.9
4532 瑞智|電機機械|51 33 1|98 99 24 24|1.7 57|23 27 0 5 -1|PB位94 PE位65 殖4.8|益5.9→5.9
4533 協易機|電機機械|180 103 64|68 79 -13 -15|0.5 47|6 6 0 -13 -41|PB位69 PE位41 殖3.5|益3.8→2.1
4534 慶騰|電機機械|39 20 0|73 73 -16 -9|0.6 43|1 -3 0 na na|PB位82 PE位71 殖0.0|益-0.3→-1.7
4536 拓凱|運動休閒|49 21 5|87 87 -0 -8|1.0 53|21 10 0 -24 -6|PB位12 PE位45 殖5.5|益19.5→19.8
4540 全球傳動|電機機械|-20 5 14|72 72 -25 6|0.2 124|5 2 0 -21 -17|PB位90 PE位na 殖0.0|益-30.5→-27.8
4541 晟田|其他|130 54 24|100 100 51 89|7.0 521|10 -0 0 327 -29|PB位100 PE位70 殖1.4|益0.6→4.2
4542 科嶠|電子零組|32 -26 1|69 69 -17 -13|1.2 9|7 3 0 -7 -45|PB位79 PE位98 殖1.3|益4.8→2.8
4545 銘鈺|電子零組|12 19 -5|52 52 -20 -35|1.2 5|35 -10 0 -8 18|PB位71 PE位25 殖4.3|益10.7→7.6
4549 桓達|電機機械|38 5 7|60 60 -36 -18|0.5 26|2 11 -5 -15 -15|PB位72 PE位76 殖3.2|益20.1→21.1
4551 智伸科|汽車工業|43 31 16|71 71 -6 -22|0.8 34|54 -5 6 -8 0|PB位1 PE位8 殖4.2|益9.6→10.3
4555 氣立|電機機械|16 8 -1|60 82 -17 -6|0.4 14|2 6 0 -3 -33|PB位7 PE位na 殖1.3|益-3.0→-2.8
4557 永新-KY|汽車工業|65 44 17|78 78 -7 -9|0.9 16|36 -10 0 -11 29|PB位16 PE位34 殖5.7|益14.1→14.4
4560 強信-KY|電機機械|34 28 1|92 92 -2 9|1.2 14|84 6 0 -33 5|PB位8 PE位54 殖3.5|益9.6→9.7
4561 健椿|電機機械|-19 -29 -22|65 66 -34 -27|0.3 23|1 5 0 -18 -27|PB位73 PE位67 殖2.2|益20.5→17.5
4562 穎漢|電機機械|44 19 5|59 64 -33 -31|0.5 35|3 2 0 -24 -3|PB位75 PE位na 殖0.0|益-9.8→-9.2
4563 百德|電機機械|53 9 -15|59 59 -27 -30|0.4 25|3 -2 0 -19 -2|PB位79 PE位3 殖3.9|益11.9→10.5
4564 元翎|電機機械|62 66 56|83 95 6 -5|3.2 59|4 3 0 59 29|PB位78 PE位na 殖0.0|益-38.3→-30.5
4566 時碩工業|電機機械|40 19 -0|61 71 -12 -27|0.4 109|1 -1 0 -3 -2|PB位68 PE位88 殖2.2|益4.3→3.4
4569 六方科-KY|汽車工業|35 27 6|53 53 -23 -34|1.0 31|66 -11 0 13 81|PB位67 PE位48 殖3.5|益9.3→6.5
4571 鈞興-KY|電機機械|-2 10 -17|60 60 -39 -3|0.4 152|68 1 -0 -17 -38|PB位82 PE位65 殖3.1|益15.0→15.8
4572 駐龍|電機機械|-33 -24 -21|89 89 12 6|7.3 21|3 1 0 214 19|PB位58 PE位27 殖2.9|益36.2→35.8
4576 大銀微系統|電機機械|65 49 33|72 72 -24 21|0.2 289|3 1 -0 -8 -11|PB位87 PE位70 殖0.2|益0.3→2.3
4580 捷流閥業|電機機械|-4 11 15|86 92 -2 -8|2.2 8|3 -7 0 -4 47|PB位0 PE位15 殖5.9|益19.8→19.3
4583 台灣精銳|電機機械|18 14 3|76 76 -22 1|1.2 683|3 4 -1 8 19|PB位84 PE位82 殖1.7|益33.5→33.6
4707 磐亞|化學工業|110 22 -5|70 72 -17 -27|1.1 8|1 -2 0 -6 2|PB位26 PE位25 殖2.2|益-6.6→-5.3
4714 永捷|化學工業|253 144 44|74 87 3 -12|1.5 50|2 -1 0 16 4|PB位70 PE位31 殖1.1|益-12.9→-20.8
4716 大立|化學工業|73 26 11|58 58 -11 -34|0.7 13|3 2 0 5 -8|PB位75 PE位54 殖3.8|益-7.5→-11.3
4720 德淵|化學工業|31 21 9|80 91 3 -7|1.5 15|9 -2 0 -5 -18|PB位77 PE位2 殖5.1|益5.2→4.7
4721 美琪瑪|化學工業|-10 -4 1|70 76 -16 -17|0.7 10|1 -2 -0 -9 4|PB位0 PE位25 殖1.9|益13.0→12.7
4722 國精化|化學工業|16 5 -7|83 83 33 29|1.0 168|7 2 0 -14 55|PB位95 PE位78 殖2.4|益7.0→6.4
4726 永昕|生技醫療|-0 54 -9|60 72 -13 -21|1.1 8|22 -6 0 -14 -25|PB位70 PE位na 殖0.0|益-75.5→-67.5
4728 雙美|生技醫療|18 48 31|96 96 38 46|2.4 20|17 3 0 7 -2|PB位99 PE位99 殖3.0|益54.2→51.0
4729 熒茂|光電業|26 26 26|63 63 -14 -26|0.5 5|2 14 0 -5 -36|PB位80 PE位61 殖2.3|益-3.4→-1.8
4736 泰博|生技醫療|9 3 -3|90 90 1 -6|0.8 19|10 11 0 -27 -24|PB位1 PE位62 殖6.8|益17.2→17.5
4739 康普|化學工業|-32 -9 7|72 83 -7 -11|0.9 9|2 -8 -0 -11 1|PB位0 PE位48 殖1.8|益5.8→4.1
4743 合一|生技醫療|79 33 -5|39 48 -22 -51|1.2 139|8 -0 0 -8 -6|PB位0 PE位na 殖0.0|益-970.7→-921.0
4746 台耀|生技醫療|19 14 3|58 66 -6 -33|1.1 23|8 2 -0 -5 -8|PB位21 PE位76 殖4.5|益13.8→15.3
4747 強生製藥|生技醫療|1 -8 -4|80 80 -2 3|0.6 15|1 4 0 -0 -8|PB位38 PE位55 殖2.5|益16.6→16.1
4755 三福化|化學工業|12 -8 -15|68 77 -18 -20|1.4 16|30 -25 7 -22 36|PB位1 PE位46 殖3.2|益11.2→9.5
4760 勤凱科技|其他電子|89 62 10|67 67 -4 -22|1.1 9|3 -2 0 -23 -5|PB位70 PE位32 殖4.0|益14.6→14.9
4763 材料*-KY|化學工業|54 21 -14|76 76 -2 1|0.9 2213|52 5 -1 -10 -24|PB位29 PE位24 殖5.4|益57.2→57.1
4766 南寶|化學工業|39 16 3|98 99 20 23|1.3 174|20 13 16 -14 -15|PB位89 PE位84 殖5.1|益15.4→15.6
4768 晶呈科技|化學工業|-49 -15 -36|48 55 -27 -43|1.0 31|5 3 0 -24 -7|PB位0 PE位35 殖3.4|益18.8→17.9
4770 上品|化學工業|-12 -15 -30|62 75 -6 -19|0.7 300|10 -0 4 -31 59|PB位0 PE位14 殖4.4|益32.1→31.0
4771 望隼|生技醫療|18 -4 -15|55 87 27 -5|1.7 32|6 8 0 6 -1|PB位37 PE位49 殖2.6|益29.7→29.6
4772 台特化|化學工業|15 4 na|na 77 22 9|0.7 496|5 1 1 na 107|PB位38 PE位36 殖1.0|益39.7→41.7
4903 聯光通|通信網路|74 45 14|53 53 -15 -22|0.2 30|1 2 0 -24 -15|PB位81 PE位96 殖0.0|益-12.7→-9.9
4904 遠傳|通信網路|1 4 -5|99 99 1 1|1.0 374|17 -6 10 -60 137|PB位32 PE位55 殖3.9|益14.9→14.8
4906 正文|通信網路|0 -1 -3|66 76 -12 -25|1.6 44|21 -11 -0 -7 -2|PB位45 PE位53 殖5.0|益2.9→2.3
4907 富宇|建材營造|-30 568 -185827|48 75 -18 -12|1.2 5|0 -12 0 -6 26|PB位52 PE位13 殖3.2|益17.6→14.1
4908 前鼎|通信網路|41 -2 5|70 70 -22 -14|0.4 49|3 6 0 -16 -9|PB位53 PE位53 殖2.9|益20.4→21.7
4909 新復興|通信網路|-72 -41 -346|47 47 -21 -50|0.5 219|4 0 0 -15 6|PB位65 PE位1 殖6.6|益30.2→29.0
4912 聯德控股-KY|電子零組|45 48 18|63 63 -28 6|0.3 38|33 -11 -3 -10 -16|PB位51 PE位47 殖2.1|益9.9→9.7
4915 致伸|電子零組|59 12 12|76 85 8 -6|0.8 135|44 -2 3 -38 18|PB位53 PE位75 殖5.0|益4.9→4.7
4916 事欣科|電腦及週|-16 -6 -7|78 78 36 47|0.6 494|8 1 0 -13 -14|PB位84 PE位98 殖1.0|益1.4→2.9
4919 新唐|半導體業|8 -2 6|63 78 -11 -1|0.7 92|10 1 -0 -12 -8|PB位1 PE位96 殖0.5|益0.9→0.0
4927 泰鼎-KY|電子零組|13 7 3|54 55 -6 -42|0.9 106|12 1 -1 6 -9|PB位4 PE位na 殖0.0|益-10.6→-11.8
4931 新盛力|電腦及週|96 51 5|86 86 21 130|0.8 4139|5 0 0 -4 -29|PB位98 PE位81 殖2.4|益7.3→7.7
4933 友輝|光電業|54 26 11|93 93 20 14|1.0 75|10 2 0 -3 2|PB位96 PE位55 殖7.5|益15.7→15.7
4938 和碩|電腦及週|24 15 19|73 82 -6 -15|1.0 428|32 -26 -0 9 -2|PB位36 PE位61 殖5.2|益1.2→1.1
4945 陞達科技|半導體業|59 38 27|60 81 2 -16|1.1 8|6 12 0 -21 2|PB位42 PE位36 殖3.7|益13.6→13.1
4946 辣椒|文化創意|817 818 574|76 76 115 73|1.1 10|13 2 0 na na|PB位98 PE位na 殖0.0|益-224.4→-175.3
4949 有成精密|光電業|-3 3 34|na 98 76 70|4.1 38|3 1 0 101 -28|PB位99 PE位na 殖2.8|益-7.5→-3.9
4951 精拓科|半導體業|7 14 -11|74 85 2 -9|1.2 7|3 -5 0 -0 11|PB位15 PE位21 殖4.7|益30.1→30.3
4952 凌通|半導體業|10 -8 -16|63 79 -20 -20|1.1 7|6 -17 1 -6 6|PB位17 PE位45 殖4.8|益11.6→9.4
4953 緯致|資訊服務|16 8 -6|67 71 -17 -14|0.5 30|5 -4 0 -4 -3|PB位3 PE位74 殖4.0|益5.8→4.5
4956 光鋐|光電業|40 19 0|56 56 -31 -8|0.7 20|13 10 0 -17 -10|PB位75 PE位na 殖0.0|益-3.4→-4.0
4958 臻鼎-KY|電子零組|41 18 -4|70 87 -13 -5|1.7 524|62 -8 -8 -2 0|PB位0 PE位54 殖4.4|益5.2→6.7
4960 誠美材|光電業|28 12 13|72 90 -2 -5|1.6 18|17 -8 0 0 -1|PB位71 PE位na 殖0.0|益-4.9→-6.4
4961 天鈺|半導體業|56 38 12|74 75 -12 -21|1.7 71|18 -12 -5 -7 41|PB位15 PE位40 殖5.0|益12.1→11.5
4966 譜瑞-KY|半導體業|25 8 -10|61 77 -22 -21|1.2 316|41 -6 -2 -10 19|PB位0 PE位29 殖2.7|益14.7→15.1
4967 十銓|半導體業|71 37 -11|46 74 -2 -28|0.6 170|2 1 0 -7 -6|PB位35 PE位37 殖3.7|益3.7→2.7
4968 立積|半導體業|12 -3 -21|65 71 -22 -20|0.8 367|14 -8 -3 -15 -7|PB位28 PE位23 殖0.7|益2.7→2.1
4971 IET-KY|半導體業|18 51 35|64 64 29 81|0.9 347|24 1 0 -2 20|PB位95 PE位na 殖0.0|益-18.9→-13.0
4973 廣穎電通|半導體業|8 -1 4|57 80 -11 -16|0.8 14|3 -4 0 11 -6|PB位38 PE位78 殖3.5|益3.0→1.7
4974 亞泰|電子零組|32 24 -8|69 69 -15 -6|0.2 69|7 -5 0 -21 2|PB位84 PE位80 殖5.5|益11.7→11.2
4976 佳凌|光電業|1 11 -13|53 73 -21 -27|0.5 10|1 -5 0 -9 1|PB位4 PE位na 殖0.0|益-7.1→-12.7
4977 眾達-KY|通信網路|153 88 54|65 65 -30 -3|0.4 537|27 -1 -0 -9 10|PB位44 PE位64 殖2.2|益-1.9→4.6
4979 華星光|通信網路|106 59 25|66 66 -9 10|0.7 3787|15 2 -1 -9 -27|PB位59 PE位40 殖0.9|益14.4→14.0
4987 科誠|電腦及週|63 32 13|86 86 0 9|0.4 8|5 3 0 -25 10|PB位86 PE位52 殖6.5|益19.1→19.7
4991 環宇-KY|半導體業|43 28 -10|76 76 -9 164|1.0 2259|4 -0 -0 12 -22|PB位92 PE位na 殖0.0|益8.1→11.0
5007 三星|鋼鐵工業|15 -1 -1|94 97 2 -3|0.9 8|3 -2 0 117 -8|PB位0 PE位11 殖5.7|益18.3→17.9
5009 榮剛|鋼鐵工業|1 -5 1|86 95 6 0|1.3 154|9 -0 -1 -14 1|PB位22 PE位42 殖5.5|益15.5→15.2
5014 建錩|鋼鐵工業|32 -0 -5|74 74 4 -8|0.4 8|3 7 0 -27 -18|PB位31 PE位41 殖6.8|益0.6→0.2
5201 凱衛|資訊服務|-71 -2 2|100 100 49 47|2.1 11|8 3 0 33 -62|PB位98 PE位32 殖3.4|益-6.2→-1.6
5202 力新|資訊服務|13 99 75|83 83 12 13|6.1 47|3 1 0 -3 9|PB位93 PE位75 殖1.9|益-27.2→-23.0
5203 訊連|資訊服務|11 14 2|78 78 19 16|0.5 88|18 7 0 -24 -14|PB位62 PE位17 殖3.5|益8.5→8.5
5213 亞昕|建材營造|267 784 496|71 97 12 5|0.8 22|1 9 0 12 -17|PB位69 PE位25 殖4.3|益0.7→18.6
5222 全訊|半導體業|-2 -0 -4|69 87 1 -13|2.1 93|4 1 0 12 -18|PB位0 PE位17 殖3.3|益34.5→34.1
5225 東科-KY|其他電子|5 6 -6|73 81 -8 -16|1.5 128|40 -8 0 -16 25|PB位64 PE位55 殖9.6|益8.2→7.1
5234 達興材料|光電業|33 20 20|66 66 -13 -28|0.8 214|6 -3 -1 -16 15|PB位72 PE位72 殖2.9|益14.4→14.7
5236 凌陽創新|半導體業|109 53 34|71 71 -6 -24|0.9 16|4 -3 0 -21 -18|PB位49 PE位38 殖5.6|益30.4→28.6
5243 乙盛-KY|光電業|9 29 9|68 68 -27 -19|0.7 42|52 -8 0 -12 -1|PB位0 PE位37 殖2.9|益6.4→5.9
5244 弘凱|光電業|11 -8 -7|85 85 -12 8|4.7 15|4 1 0 27 33|PB位74 PE位88 殖3.1|益17.2→16.6
5251 天鉞電|光電業|79 88 9|64 95 16 -1|7.5 6|23 -3 0 -13 5|PB位85 PE位93 殖0.0|益-12.8→-6.1
5258 虹堡|電腦及週|-6 -3 -1|54 62 -5 -37|1.0 25|4 -1 0 -6 -8|PB位3 PE位29 殖3.1|益9.4→9.8
5263 智崴|文化創意|32 50 -10|53 56 -26 -42|1.5 15|19 5 0 -11 -5|PB位0 PE位14 殖0.8|益-4.5→-0.8
5269 祥碩|半導體業|57 26 -2|73 82 -9 9|0.8 974|21 -2 6 -17 -31|PB位25 PE位49 殖1.0|益32.8→28.9
5274 信驊|半導體業|109 111 -2|58 66 -17 -33|0.7 1201|48 -7 -2 -3 -43|PB位18 PE位22 殖1.7|益44.0→45.2
5278 尚凡*|數位雲端|10 6 2|69 69 -14 23|0.5 10|1 -1 0 na na|PB位88 PE位91 殖2.5|益9.2→12.2
5283 禾聯碩|電器電纜|25 9 1|88 92 -4 -3|1.9 11|1 -11 0 7 17|PB位0 PE位72 殖2.0|益7.7→6.9
5284 jpp-KY|其他|26 41 29|66 81 -6 17|0.5 162|54 -5 -0 -1 -2|PB位57 PE位98 殖1.0|益3.3→7.5
5285 界霖|半導體業|37 12 9|70 73 1 -28|3.9 14|1 -1 0 5 -2|PB位2 PE位32 殖4.0|益4.5→4.3
5287 數字|數位雲端|5 4 -1|96 96 -1 -2|2.8 5|18 -6 0 -32 -14|PB位3 PE位6 殖5.8|益38.7→38.6
5288 豐祥-KY|電機機械|24 10 8|75 75 -10 -9|2.4 29|59 16 -1 6 11|PB位0 PE位0 殖5.0|益14.9→15.5
5289 宜鼎|電腦及週|33 12 1|79 91 17 -12|0.7 205|21 2 8 -10 -28|PB位41 PE位72 殖3.7|益14.3→13.2
5292 華懋|綠能環保|42 19 2|81 81 -5 -13|1.1 8|3 -11 0 -10 12|PB位3 PE位20 殖3.7|益19.5→18.2
5306 桂盟|運動休閒|50 24 11|72 75 -7 -24|1.3 14|14 -17 0 -16 -3|PB位0 PE位55 殖3.9|益23.5→21.7
5309 系統電|電子零組|1 -9 -3|78 78 -10 7|0.5 311|3 -1 0 7 11|PB位31 PE位93 殖1.8|益2.2→1.7
5312 寶島科|生技醫療|-2 2 -0|91 91 23 32|1.3 11|10 -17 0 25 38|PB位95 PE位83 殖5.6|益7.8→8.4
5314 世紀*|其他|149 162 na|100 100 213 645|2.2 301|12 10 0 1077 265|PB位100 PE位80 殖0.0|益39.3→42.5
5315 光聯|光電業|109 79 52|100 100 17 28|1.9 27|14 7 0 14 -1|PB位89 PE位67 殖6.2|益5.8→5.9
5328 華容|電子零組|47 23 27|77 77 -22 -6|0.5 10|2 -2 0 -17 -3|PB位38 PE位55 殖4.1|益0.4→0.8
5340 建榮|電子零組|36 25 -40|57 71 -12 -27|0.8 10|50 -4 0 -3 1|PB位25 PE位0 殖0.6|益8.0→8.5
5347 世界|半導體業|28 22 4|73 94 -3 -5|0.9 615|12 -9 7 -5 14|PB位21 PE位86 殖4.6|益16.0→16.1
5351 鈺創|半導體業|-14 -18 -37|54 71 -21 -25|1.1 38|6 0 0 -15 -27|PB位4 PE位na 殖0.0|益-16.3→-18.8
5371 中光電|光電業|-6 -2 -1|63 81 -18 -3|0.5 312|10 -4 1 -1 6|PB位54 PE位93 殖2.0|益0.4→0.5
5381 光譜|電機機械|-32 -2 -167|51 71 -14 -28|0.8 5|1 6 0 na na|PB位32 PE位0 殖0.0|益10.8→11.0
5386 青雲|電腦及週|-29 112 -17|62 64 -15 -20|0.6 9|1 5 0 -13 -17|PB位63 PE位27 殖2.9|益2.2→3.3
5388 中磊|通信網路|-30 -18 -4|83 87 -4 2|1.0 450|19 -0 1 -29 22|PB位8 PE位68 殖4.0|益5.2→5.2
5392 能率|光電業|13 -2 -0|76 83 -16 0|0.4 181|2 -1 0 -24 2|PB位83 PE位55 殖2.0|益0.0→0.3
5403 中菲|資訊服務|37 37 22|94 94 8 8|0.6 10|7 2 0 -42 -14|PB位44 PE位66 殖5.1|益21.9→22.2
5410 國眾|資訊服務|399 131 75|85 89 4 0|5.5 17|4 -1 0 59 8|PB位37 PE位99 殖4.5|益3.7→3.5
5425 台半|半導體業|52 40 30|61 71 -12 -25|1.5 57|11 -15 1 15 -5|PB位0 PE位68 殖4.2|益8.4→8.5
5426 振發|電腦及週|79 66 43|61 68 -20 -10|0.7 12|4 10 0 -21 -30|PB位58 PE位38 殖0.0|益-1.4→1.7
5432 新門|綠能環保|80 -7 14|45 48 -13 -50|0.6 27|1 -1 0 -9 7|PB位65 PE位54 殖0.7|益10.4→9.7
5434 崇越|電子通路|29 35 13|84 84 -9 -7|1.3 112|24 -21 4 -5 1|PB位63 PE位65 殖4.5|益7.3→6.9
5438 東友|電腦及週|43 17 -2|51 51 -27 -15|1.9 6|2 2 0 0 -17|PB位33 PE位0 殖3.0|益-2.4→-2.0
5439 高技|電子零組|67 33 28|91 91 49 81|1.6 2566|10 1 0 1 4|PB位99 PE位98 殖1.2|益9.4→9.7
5443 均豪|半導體業|34 -4 -51|50 50 -36 -46|1.3 87|6 8 0 -28 1|PB位32 PE位58 殖1.6|益8.1→7.5
5452 佶優|其他電子|8 0 -2|64 65 -15 -22|1.6 24|7 3 0 -12 -13|PB位73 PE位56 殖0.9|益2.2→2.3
5457 宣德|電子零組|48 42 6|71 71 -24 -10|0.8 22|39 -16 0 -13 21|PB位0 PE位46 殖2.9|益6.1→5.4
5465 富驊|電腦及週|41 20 36|74 81 -5 1|0.6 17|1 7 0 -18 -9|PB位39 PE位52 殖5.1|益7.3→7.6
5469 瀚宇博|電子零組|27 13 13|74 91 5 -6|1.1 74|12 1 0 -1 80|PB位47 PE位46 殖4.7|益16.3→14.7
5471 松翰|半導體業|31 6 2|73 82 -3 -16|1.4 5|12 2 -2 1 -13|PB位1 PE位60 殖3.1|益3.7→3.1
5474 聰泰|電腦及週|14 -10 -13|71 71 -23 -4|0.3 100|3 -4 0 -13 8|PB位73 PE位60 殖2.5|益21.1→21.4
5478 智冠|文化創意|-14 -1 -12|72 81 -10 -13|1.2 17|20 -30 -0 9 43|PB位29 PE位48 殖7.0|益18.5→17.3
5481 新華|其他|6 1 1|81 81 -12 -1|0.7 16|29 -6 0 9 -19|PB位90 PE位na 殖0.0|益-19.3→-25.2
5483 中美晶|半導體業|3 -6 -5|50 67 -14 -32|0.7 381|18 -9 -4 -1 44|PB位2 PE位63 殖5.7|益20.4→20.2
5484 慧友|光電業|49 -18 -47|37 63 -37 -37|0.6 13|2 11 0 na na|PB位74 PE位na 殖0.0|益-28.1→-22.4
5493 三聯|其他電子|29 19 -0|74 81 -1 -15|0.9 24|1 -3 0 -1 18|PB位65 PE位98 殖3.2|益6.5→6.5
